sanction_id,bank_id,customer_id,sanction_date,reason,is_valid_bank_id
644,826,804,2024-01-03,Compliance Violation,True
645,625,92,2024-04-25,Fraud,True
646,709,732,2023-06-15,Fraud,True
647,701,554,2024-01-02,Fraud,True
648,822,878,2023-06-25,Money Laundering,True
649,233,623,2023-08-10,Fraud,True
650,194,823,2024-11-18,Fraud,True
651,512,96,2023-06-27,Compliance Violation,True
652,941,819,2024-01-03,Compliance Violation,True
653,888,222,2022-12-21,Money Laundering,True
654,925,162,2024-03-17,Money Laundering,True
655,915,485,2023-07-11,Compliance Violation,True
656,380,228,2024-08-29,Fraud,True
657,92,875,2024-06-25,Compliance Violation,True
658,192,844,2023-04-08,Fraud,True
659,825,633,2022-12-16,Compliance Violation,True
660,187,962,2023-12-02,Compliance Violation,True
661,592,825,2024-10-11,Fraud,True
662,415,287,2024-11-13,Fraud,True
663,100,873,2024-08-24,Money Laundering,True
664,31,160,2024-09-30,Compliance Violation,True
665,500,671,2023-04-15,Compliance Violation,True
666,230,441,2023-03-14,Fraud,True
667,872,683,2023-04-05,Money Laundering,True
668,221,593,2023-12-23,Money Laundering,True
669,940,534,2023-10-15,Compliance Violation,True
670,716,115,2024-11-06,Fraud,True
671,852,138,2023-03-03,Money Laundering,True
672,222,793,2024-10-09,Compliance Violation,True
673,999,972,2023-12-23,Money Laundering,True
674,713,879,2024-07-31,Money Laundering,True
675,890,343,2024-11-10,Money Laundering,True
676,29,964,2024-09-14,Money Laundering,True
677,525,343,2024-01-29,Money Laundering,True
678,716,962,2024-04-23,Fraud,True
679,55,445,2023-09-27,Compliance Violation,True
680,525,889,2024-11-10,Compliance Violation,True
681,257,407,2023-09-30,Compliance Violation,True
682,799,632,2024-07-20,Compliance Violation,True
683,689,113,2024-04-12,Money Laundering,True
684,10,46,2024-09-28,Money Laundering,True
685,531,891,2023-10-02,Fraud,True
686,517,714,2023-05-31,Fraud,True
687,551,165,2023-11-16,Money Laundering,True
688,944,206,2023-02-17,Compliance Violation,True
689,826,135,2023-02-23,Compliance Violation,True
690,467,82,2024-10-18,Fraud,True
691,319,624,2024-08-19,Fraud,True
692,890,401,2024-04-21,Compliance Violation,True
693,199,409,2023-03-19,Money Laundering,True
694,227,992,2023-05-02,Money Laundering,True
695,165,719,2023-11-29,Compliance Violation,True
696,471,350,2023-03-24,Compliance Violation,True
697,398,949,2024-06-21,Fraud,True
698,333,987,2023-05-11,Compliance Violation,True
699,652,821,2024-07-06,Fraud,True
700,138,37,2022-12-07,Money Laundering,True
701,90,52,2023-01-19,Compliance Violation,True
702,570,744,2024-10-13,Compliance Violation,True
703,782,67,2024-05-02,Money Laundering,True
704,521,257,2023-11-05,Compliance Violation,True
705,73,503,2024-01-27,Fraud,True
706,472,983,2023-01-29,Fraud,True
707,705,251,2024-08-11,Fraud,True
708,826,272,2023-01-20,Fraud,True
709,991,412,2024-08-17,Fraud,True
710,22,901,2023-04-13,Compliance Violation,True
711,570,299,2023-11-20,Fraud,True
712,145,514,2024-07-03,Money Laundering,True
713,27,284,2022-11-26,Money Laundering,True
714,888,280,2024-07-25,Money Laundering,True
715,925,972,2024-09-13,Money Laundering,True
716,594,328,2023-10-08,Compliance Violation,True
717,530,680,2024-04-20,Money Laundering,True
718,54,829,2023-08-31,Compliance Violation,True
719,843,546,2023-04-12,Money Laundering,True
720,100,443,2023-03-22,Money Laundering,True
721,81,637,2024-09-12,Money Laundering,True
722,906,314,2024-03-21,Money Laundering,True
723,816,474,2023-06-24,Money Laundering,True
724,313,341,2023-08-16,Money Laundering,True
725,779,169,2024-06-17,Money Laundering,True
726,47,521,2023-09-08,Fraud,True
727,512,902,2023-05-19,Fraud,True
728,637,624,2024-05-29,Money Laundering,True
729,298,729,2023-12-30,Money Laundering,True
730,509,593,2023-02-17,Money Laundering,True
731,907,929,2023-10-09,Fraud,True
732,421,784,2024-05-04,Fraud,True
733,645,72,2023-08-01,Fraud,True
734,995,813,2024-09-20,Compliance Violation,True
735,988,740,2023-01-11,Fraud,True
736,807,402,2024-05-16,Fraud,True
737,397,780,2022-12-13,Money Laundering,True
738,407,980,2024-06-01,Fraud,True
739,630,214,2023-12-27,Money Laundering,True
740,746,633,2024-01-15,Fraud,True
741,622,595,2024-10-13,Fraud,True
742,406,223,2022-12-17,Compliance Violation,True
743,260,899,2024-11-10,Fraud,True
744,388,595,2024-02-22,Fraud,True
745,245,12,2024-03-07,Fraud,True
746,290,668,2024-01-06,Money Laundering,True
747,598,681,2023-03-10,Fraud,True
748,877,958,2023-07-27,Fraud,True
749,385,360,2023-06-12,Compliance Violation,True
750,737,197,2024-03-13,Money Laundering,True
751,155,4,2024-11-22,Money Laundering,True
752,33,138,2023-07-07,Compliance Violation,True
753,977,10,2024-06-29,Money Laundering,True
754,769,183,2023-10-16,Compliance Violation,True
755,850,597,2024-06-25,Fraud,True
756,919,976,2024-02-21,Money Laundering,True
757,898,146,2023-02-06,Money Laundering,True
758,117,146,2023-05-20,Compliance Violation,True
759,632,580,2023-06-07,Money Laundering,True
760,559,49,2023-02-16,Money Laundering,True
761,666,143,2023-07-30,Money Laundering,True
762,966,434,2023-06-10,Money Laundering,True
763,847,840,2024-04-19,Compliance Violation,True
764,83,422,2024-06-08,Money Laundering,True
765,847,532,2024-06-12,Compliance Violation,True
766,335,397,2024-10-30,Money Laundering,True
767,651,326,2024-06-26,Money Laundering,True
768,693,866,2024-06-28,Compliance Violation,True
769,847,380,2024-06-08,Money Laundering,True
770,471,232,2023-06-14,Fraud,True
771,633,487,2024-05-18,Fraud,True
772,879,246,2022-12-11,Compliance Violation,True
773,528,996,2023-12-12,Compliance Violation,True
774,151,323,2024-05-08,Fraud,True
775,214,599,2024-03-29,Compliance Violation,True
776,93,657,2023-10-12,Money Laundering,True
777,326,85,2023-08-01,Money Laundering,True
778,146,259,2024-11-22,Money Laundering,True
779,249,236,2024-05-28,Compliance Violation,True
780,784,161,2022-12-01,Compliance Violation,True
781,865,808,2024-09-21,Money Laundering,True
782,391,605,2024-11-10,Fraud,True
783,574,512,2024-08-13,Compliance Violation,True
784,865,472,2023-02-24,Fraud,True
785,957,134,2023-01-19,Money Laundering,True
786,52,836,2024-01-03,Fraud,True
787,158,464,2023-09-02,Money Laundering,True
788,360,361,2023-02-23,Compliance Violation,True
789,975,925,2024-09-01,Money Laundering,True
790,283,309,2023-07-13,Fraud,True
791,273,921,2024-06-22,Compliance Violation,True
792,676,976,2023-02-27,Fraud,True
793,833,374,2023-07-09,Fraud,True
794,454,901,2023-03-28,Money Laundering,True
795,637,996,2024-09-04,Fraud,True
796,243,866,2024-08-11,Money Laundering,True
797,649,321,2022-12-03,Fraud,True
798,242,615,2024-09-05,Compliance Violation,True
799,454,558,2023-12-22,Money Laundering,True
800,582,156,2023-03-28,Compliance Violation,True
801,887,965,2024-11-10,Compliance Violation,True
802,920,63,2023-08-03,Compliance Violation,True
803,822,45,2023-11-17,Fraud,True
804,228,480,2023-09-17,Compliance Violation,True
805,443,672,2023-01-29,Money Laundering,True
806,983,753,2024-10-24,Fraud,True
807,974,902,2024-05-12,Fraud,True
808,293,293,2023-01-20,Money Laundering,True
809,902,392,2023-11-30,Fraud,True
810,592,822,2024-09-14,Money Laundering,True
811,899,635,2024-05-08,Compliance Violation,True
812,916,751,2023-11-18,Money Laundering,True
813,779,256,2023-08-24,Money Laundering,True
814,97,75,2024-02-11,Money Laundering,True
815,865,361,2024-11-07,Fraud,True
816,354,947,2023-06-02,Money Laundering,True
817,930,116,2024-10-21,Fraud,True
818,388,574,2024-06-25,Compliance Violation,True
819,597,345,2024-10-08,Compliance Violation,True
820,119,57,2023-05-18,Fraud,True
821,284,856,2023-02-24,Fraud,True
822,636,609,2024-08-07,Money Laundering,True
823,532,220,2023-08-09,Compliance Violation,True
824,253,390,2023-04-27,Fraud,True
825,320,777,2023-06-30,Money Laundering,True
826,991,889,2023-04-28,Money Laundering,True
827,563,206,2024-08-13,Fraud,True
828,691,202,2024-07-16,Fraud,True
829,818,648,2023-08-10,Compliance Violation,True
830,858,502,2024-11-03,Money Laundering,True
831,488,868,2023-08-27,Money Laundering,True
832,715,231,2024-03-22,Compliance Violation,True
833,13,98,2024-06-06,Fraud,True
834,899,133,2022-12-08,Money Laundering,True
835,626,221,2023-09-21,Compliance Violation,True
836,319,694,2024-09-13,Fraud,True
837,272,969,2023-11-20,Money Laundering,True
838,689,211,2024-10-12,Fraud,True
839,393,24,2023-08-22,Compliance Violation,True
840,84,983,2024-08-03,Fraud,True
841,902,352,2024-05-24,Money Laundering,True
842,212,56,2024-08-02,Compliance Violation,True
843,586,687,2024-03-28,Compliance Violation,True
844,469,982,2024-07-10,Compliance Violation,True
845,647,836,2023-07-05,Compliance Violation,True
846,290,680,2024-02-17,Money Laundering,True
847,383,4,2023-03-08,Fraud,True
848,535,997,2024-05-09,Money Laundering,True
849,42,969,2024-08-17,Fraud,True
850,49,728,2023-04-17,Compliance Violation,True
851,809,423,2023-12-17,Compliance Violation,True
852,70,517,2024-04-09,Fraud,True
853,658,996,2024-11-08,Money Laundering,True
854,877,12,2024-02-11,Compliance Violation,True
855,664,379,2023-01-21,Money Laundering,True
856,341,599,2024-06-28,Fraud,True
857,187,419,2023-02-25,Money Laundering,True
858,631,680,2024-08-28,Money Laundering,True
859,377,14,2023-07-18,Money Laundering,True
860,604,343,2024-10-26,Compliance Violation,True
861,980,621,2024-08-13,Fraud,True
862,227,237,2024-05-17,Money Laundering,True
863,345,536,2023-02-14,Money Laundering,True
864,135,895,2023-02-03,Fraud,True
865,442,654,2024-05-18,Compliance Violation,True
866,290,28,2023-08-13,Money Laundering,True
867,716,428,2023-08-28,Money Laundering,True
868,341,252,2022-12-20,Money Laundering,True
869,590,611,2023-10-10,Money Laundering,True
870,732,871,2023-12-31,Money Laundering,True
871,57,940,2024-03-10,Compliance Violation,True
872,261,922,2024-02-16,Compliance Violation,True
873,959,4,2023-12-27,Money Laundering,True
874,953,621,2024-06-25,Money Laundering,True
875,959,685,2023-01-05,Compliance Violation,True
876,198,425,2023-09-12,Compliance Violation,True
877,460,491,2024-08-31,Compliance Violation,True
878,251,162,2024-05-17,Compliance Violation,True
879,843,866,2023-02-26,Money Laundering,True
880,492,335,2024-08-28,Compliance Violation,True
881,590,570,2023-10-21,Compliance Violation,True
882,868,833,2024-02-14,Money Laundering,True
883,613,559,2024-11-21,Fraud,True
884,116,672,2023-08-15,Money Laundering,True
885,588,729,2024-05-24,Compliance Violation,True
886,695,597,2023-02-20,Money Laundering,True
887,361,151,2023-06-17,Fraud,True
888,266,386,2023-07-25,Fraud,True
889,760,733,2023-03-17,Fraud,True
890,735,504,2024-06-24,Fraud,True
891,721,97,2023-02-06,Fraud,True
892,915,289,2024-11-22,Money Laundering,True
893,133,718,2023-11-13,Fraud,True
894,966,352,2024-05-23,Compliance Violation,True
895,598,513,2024-05-07,Fraud,True
896,651,802,2024-08-13,Compliance Violation,True
897,651,182,2024-05-27,Money Laundering,True
898,319,351,2022-12-27,Money Laundering,True
899,156,733,2024-07-26,Fraud,True
900,866,137,2024-08-29,Compliance Violation,True
901,338,124,2023-11-10,Fraud,True
902,415,484,2024-11-01,Money Laundering,True
903,640,298,2023-12-13,Fraud,True
904,47,475,2024-01-07,Fraud,True
905,1004,433,2023-09-06,Compliance Violation,True
906,656,998,2024-07-01,Money Laundering,True
907,616,535,2022-12-24,Money Laundering,True
908,616,892,2024-08-05,Fraud,True
909,145,435,2024-06-25,Money Laundering,True
910,793,700,2023-07-15,Money Laundering,True
911,313,406,2024-11-10,Money Laundering,True
912,800,890,2024-01-17,Compliance Violation,True
913,1008,269,2024-10-23,Fraud,True
914,941,460,2024-03-16,Money Laundering,True
915,539,589,2023-02-13,Money Laundering,True
916,610,578,2024-09-03,Money Laundering,True
917,956,319,2024-02-13,Fraud,True
918,760,249,2023-11-01,Fraud,True
919,322,45,2023-01-28,Compliance Violation,True
920,909,761,2024-05-26,Money Laundering,True
921,417,711,2024-08-19,Compliance Violation,True
922,347,434,2023-05-22,Compliance Violation,True
923,581,965,2023-03-03,Compliance Violation,True
924,392,363,2024-09-28,Fraud,True
925,181,988,2024-07-21,Compliance Violation,True
926,732,389,2024-03-18,Money Laundering,True
927,543,508,2023-04-25,Money Laundering,True
928,997,824,2024-07-03,Money Laundering,True
929,348,639,2024-06-28,Money Laundering,True
930,823,850,2023-03-08,Money Laundering,True
931,650,924,2024-03-24,Money Laundering,True
932,79,497,2023-01-16,Money Laundering,True
933,51,386,2024-02-04,Fraud,True
934,921,529,2023-08-10,Compliance Violation,True
935,373,347,2023-05-31,Fraud,True
936,656,382,2023-02-13,Fraud,True
937,258,799,2022-12-15,Compliance Violation,True
938,665,606,2023-06-24,Compliance Violation,True
939,360,697,2023-11-13,Fraud,True
940,65,716,2024-05-08,Fraud,True
941,774,175,2024-11-17,Compliance Violation,True
942,788,445,2024-04-30,Compliance Violation,True
943,981,743,2023-05-18,Fraud,True
944,400,402,2024-11-11,Fraud,True
945,165,806,2023-07-05,Money Laundering,True
946,817,500,2023-12-03,Fraud,True
947,599,415,2024-06-25,Money Laundering,True
948,461,613,2023-06-24,Money Laundering,True
949,149,650,2023-04-04,Money Laundering,True
950,670,151,2023-04-24,Fraud,True
951,730,141,2022-11-25,Fraud,True
952,497,339,2024-09-25,Compliance Violation,True
953,376,355,2023-10-04,Money Laundering,True
954,411,281,2024-07-22,Fraud,True
955,357,487,2024-11-16,Money Laundering,True
956,383,482,2023-02-18,Fraud,True
957,297,121,2024-04-21,Fraud,True
958,1006,772,2024-03-14,Compliance Violation,True
959,895,161,2023-10-24,Fraud,True
960,871,392,2024-07-26,Compliance Violation,True
961,720,827,2023-01-12,Compliance Violation,True
962,57,648,2024-11-07,Fraud,True
963,480,770,2024-09-04,Fraud,True
964,297,716,2023-05-30,Compliance Violation,True
965,873,538,2024-07-25,Compliance Violation,True
966,110,563,2023-12-02,Fraud,True
967,516,406,2024-04-11,Compliance Violation,True
968,389,996,2023-02-03,Money Laundering,True
969,900,541,2024-07-10,Money Laundering,True
970,521,966,2023-12-14,Fraud,True
971,125,414,2023-04-15,Money Laundering,True
972,722,333,2023-11-13,Fraud,True
973,103,56,2023-11-02,Compliance Violation,True
974,30,750,2023-08-22,Compliance Violation,True
975,154,802,2023-10-15,Money Laundering,True
976,559,6,2024-11-09,Money Laundering,True
977,568,840,2024-10-21,Money Laundering,True
978,85,371,2024-05-22,Compliance Violation,True
979,83,812,2024-04-20,Fraud,True
980,920,123,2023-09-03,Money Laundering,True
981,982,989,2024-10-02,Money Laundering,True
982,729,215,2023-04-07,Money Laundering,True
983,167,7,2023-11-01,Fraud,True
984,992,832,2024-06-18,Fraud,True
985,404,993,2023-11-08,Fraud,True
986,557,555,2024-02-29,Money Laundering,True
987,883,494,2023-05-25,Compliance Violation,True
988,809,328,2023-03-05,Compliance Violation,True
989,375,481,2023-09-28,Fraud,True
990,264,263,2023-05-07,Fraud,True
991,51,542,2023-01-06,Compliance Violation,True
992,262,983,2024-10-28,Fraud,True
993,464,512,2024-10-28,Fraud,True
994,711,251,2024-10-23,Compliance Violation,True
995,853,396,2023-01-27,Compliance Violation,True
996,201,427,2023-08-31,Fraud,True
997,18,827,2023-04-22,Compliance Violation,True
998,885,228,2023-07-11,Money Laundering,True
999,702,312,2023-07-25,Money Laundering,True
1000,289,487,2024-06-09,Fraud,True
