bank_id,name,region,compliance_score,txn_frequency,avg_txn_amount,total_txn_amount,high_risk_txn_count,sanctioned_account_count,distinct_sanctioned_customers
464,Bank 464,North,0.93,1,9228.75,9228.75,1,1,1
465,Bank 465,South,0.64,3,1929.5,5788.51,2,1,1
466,Bank 466,South,0.58,0,,0.0,0,3,3
467,Bank 467,South,0.5,2,8201.01,16402.01,0,1,1
468,Bank 468,East,0.81,0,,0.0,0,1,1
469,Bank 469,South,0.85,1,6405.71,6405.71,1,3,3
470,Bank 470,South,0.56,2,7682.47,15364.93,1,3,3
471,Bank 471,South,0.97,1,4787.91,4787.91,1,3,3
472,Bank 472,West,0.78,0,,0.0,0,1,1
473,Bank 473,East,0.79,0,,0.0,0,3,3
474,Bank 474,South,0.84,0,,0.0,0,0,0
475,Bank 475,West,0.53,1,6463.99,6463.99,0,0,0
476,Bank 476,North,0.91,0,,0.0,0,1,1
477,Bank 477,North,0.92,0,,0.0,0,0,0
478,Bank 478,South,0.83,0,,0.0,0,1,1
479,Bank 479,South,0.67,1,8445.78,8445.78,1,0,0
480,Bank 480,North,0.77,1,6825.12,6825.12,1,1,1
481,Bank 481,South,0.77,1,6808.62,6808.62,1,1,1
482,Bank 482,South,0.71,2,7096.82,14193.64,2,0,0
483,Bank 483,South,0.6,2,4789.74,9579.48,1,0,0
484,Bank 484,South,0.63,1,5909.94,5909.94,1,0,0
485,Bank 485,East,0.61,4,5081.07,20324.29,1,0,0
486,Bank 486,North,0.58,1,1861.01,1861.01,0,0,0
487,Bank 487,North,0.8,2,3118.28,6236.56,1,0,0
488,Bank 488,West,0.81,1,6408.91,6408.91,1,1,1
489,Bank 489,West,0.57,0,,0.0,0,0,0
490,Bank 490,East,0.99,1,7157.74,7157.74,0,2,2
491,Bank 491,South,0.81,0,,0.0,0,0,0
492,Bank 492,West,0.77,1,1782.42,1782.42,0,1,1
493,Bank 493,South,0.97,1,7579.24,7579.24,1,1,1
494,Bank 494,North,0.85,0,,0.0,0,1,1
495,Bank 495,North,0.53,0,,0.0,0,0,0
496,Bank 496,West,0.59,1,7635.07,7635.07,0,2,2
497,Bank 497,North,0.65,2,3886.67,7773.34,1,2,2
498,Bank 498,South,0.75,0,,0.0,0,0,0
499,Bank 499,West,0.54,2,7991.15,15982.3,1,0,0
500,Bank 500,South,0.88,2,4501.37,9002.74,1,1,1
501,Bank 501,North,0.95,2,7526.51,15053.01,0,1,1
502,Bank 502,East,0.66,3,4777.79,14333.37,2,0,0
503,Bank 503,North,0.72,2,7349.42,14698.83,1,0,0
504,Bank 504,North,0.6,1,1372.39,1372.39,0,3,3
505,Bank 505,East,0.7,0,,0.0,0,0,0
506,Bank 506,South,0.92,0,,0.0,0,0,0
507,Bank 507,East,0.82,2,6419.74,12839.48,1,0,0
508,Bank 508,West,0.54,2,2423.11,4846.22,2,4,3
509,Bank 509,North,0.74,0,,0.0,0,2,2
510,Bank 510,West,0.67,1,8734.12,8734.12,1,0,0
511,Bank 511,East,0.53,2,5849.99,11699.98,1,0,0
512,Bank 512,East,0.77,0,,0.0,0,2,2
513,Bank 513,South,0.96,1,4390.82,4390.82,0,0,0
514,Bank 514,North,0.53,1,9355.9,9355.9,1,1,1
515,Bank 515,North,0.81,1,5916.62,5916.62,1,0,0
516,Bank 516,West,0.73,1,101.03,101.03,0,2,2
517,Bank 517,West,0.91,1,4705.28,4705.28,1,1,1
518,Bank 518,North,0.58,1,3114.5,3114.5,1,1,1
519,Bank 519,East,0.82,2,6053.76,12107.51,2,1,1
520,Bank 520,West,0.82,2,2434.01,4868.01,1,0,0
521,Bank 521,South,0.84,1,6902.88,6902.88,0,3,3
522,Bank 522,East,0.76,0,,0.0,0,0,0
523,Bank 523,North,0.59,2,5299.07,10598.15,0,0,0
524,Bank 524,South,0.66,1,5624.12,5624.12,1,0,0
525,Bank 525,South,0.67,1,6655.74,6655.74,1,2,2
526,Bank 526,West,0.66,0,,0.0,0,0,0
527,Bank 527,West,0.59,2,2337.31,4674.62,1,1,1
528,Bank 528,South,0.62,1,7931.63,7931.63,0,1,1
529,Bank 529,North,0.63,1,3580.37,3580.37,0,0,0
530,Bank 530,East,0.5,3,5686.95,17060.86,1,2,2
531,Bank 531,West,0.51,0,,0.0,0,1,1
532,Bank 532,North,0.6,1,3062.71,3062.71,1,2,2
533,Bank 533,East,0.52,1,6888.92,6888.92,1,0,0
534,Bank 534,West,0.6,1,8929.57,8929.57,0,1,1
535,Bank 535,East,0.55,3,8142.9,24428.69,1,1,1
536,Bank 536,South,0.99,1,8795.33,8795.33,1,0,0
537,Bank 537,North,0.55,2,3858.19,7716.39,2,0,0
538,Bank 538,North,0.97,2,9010.38,18020.75,1,1,1
539,Bank 539,South,0.99,2,3336.74,6673.48,1,1,1
540,Bank 540,North,0.87,0,,0.0,0,3,3
541,Bank 541,East,0.76,0,,0.0,0,0,0
542,Bank 542,West,0.96,1,463.15,463.15,0,1,1
543,Bank 543,South,0.56,1,9829.68,9829.68,0,1,1
544,Bank 544,North,0.71,1,1561.0,1561.0,0,0,0
545,Bank 545,South,0.8,2,4779.35,9558.7,0,1,1
546,Bank 546,West,0.54,3,2117.95,6353.86,3,0,0
547,Bank 547,North,0.92,1,7797.02,7797.02,1,1,1
548,Bank 548,North,0.88,2,2158.66,4317.33,2,0,0
549,Bank 549,South,0.77,0,,0.0,0,1,1
550,Bank 550,North,0.99,1,1164.52,1164.52,1,0,0
551,Bank 551,West,0.68,0,,0.0,0,1,1
552,Bank 552,South,0.78,1,6647.48,6647.48,1,1,1
553,Bank 553,West,0.97,0,,0.0,0,1,1
554,Bank 554,South,0.67,1,1806.41,1806.41,1,1,1
555,Bank 555,North,0.53,1,1810.19,1810.19,1,2,2
556,Bank 556,South,0.88,3,6156.42,18469.25,0,0,0
557,Bank 557,West,0.58,3,6193.24,18579.71,1,1,1
558,Bank 558,East,0.64,0,,0.0,0,1,1
559,Bank 559,East,0.82,0,,0.0,0,4,4
560,Bank 560,South,0.81,3,5041.7,15125.09,0,0,0
561,Bank 561,North,0.76,1,6043.12,6043.12,0,1,1
562,Bank 562,East,0.81,1,587.11,587.11,0,2,2
563,Bank 563,North,0.78,1,459.49,459.49,0,1,1
564,Bank 564,North,0.75,0,,0.0,0,2,2
565,Bank 565,East,0.72,2,4999.61,9999.23,0,2,2
566,Bank 566,North,0.89,1,7354.65,7354.65,1,0,0
567,Bank 567,East,0.98,3,2256.72,6770.15,2,1,1
568,Bank 568,West,0.72,0,,0.0,0,1,1
569,Bank 569,South,0.8,0,,0.0,0,1,1
570,Bank 570,East,0.95,0,,0.0,0,2,2
571,Bank 571,East,0.83,1,980.92,980.92,1,2,2
572,Bank 572,East,0.58,0,,0.0,0,0,0
573,Bank 573,East,0.71,2,2163.22,4326.44,2,0,0
574,Bank 574,West,0.82,0,,0.0,0,1,1
575,Bank 575,West,0.55,1,7262.49,7262.49,1,1,1
576,Bank 576,West,0.97,1,6208.19,6208.19,0,1,1
577,Bank 577,East,0.94,0,,0.0,0,1,1
578,Bank 578,South,0.53,1,862.82,862.82,0,1,1
579,Bank 579,East,0.53,0,,0.0,0,0,0
580,Bank 580,West,0.52,1,5585.25,5585.25,0,2,2
581,Bank 581,South,0.9,0,,0.0,0,2,2
582,Bank 582,South,0.68,1,2330.49,2330.49,1,2,2
583,Bank 583,East,0.76,0,,0.0,0,1,1
584,Bank 584,North,0.5,1,1816.67,1816.67,1,0,0
585,Bank 585,South,0.88,0,,0.0,0,0,0
586,Bank 586,East,0.6,1,3151.21,3151.21,1,2,2
587,Bank 587,North,0.68,0,,0.0,0,1,1
588,Bank 588,North,0.85,2,6389.14,12778.27,2,1,1
589,Bank 589,East,0.68,1,4662.69,4662.69,1,0,0
590,Bank 590,North,0.78,1,9411.22,9411.22,0,2,2
591,Bank 591,South,0.93,1,2929.82,2929.82,0,0,0
592,Bank 592,North,0.54,0,,0.0,0,2,2
593,Bank 593,West,0.94,0,,0.0,0,1,1
594,Bank 594,East,0.7,2,5533.06,11066.11,0,1,1
595,Bank 595,South,0.8,0,,0.0,0,0,0
596,Bank 596,North,0.88,0,,0.0,0,0,0
597,Bank 597,North,0.96,0,,0.0,0,2,2
598,Bank 598,South,0.57,2,4690.58,9381.15,1,2,2
599,Bank 599,East,0.8,0,,0.0,0,1,1
600,Bank 600,North,0.66,1,6001.63,6001.63,1,1,1
601,Bank 601,East,0.67,1,5122.28,5122.28,0,3,3
602,Bank 602,East,0.9,3,6759.39,20278.18,0,1,1
603,Bank 603,West,0.56,0,,0.0,0,0,0
604,Bank 604,East,0.78,0,,0.0,0,1,1
605,Bank 605,East,0.74,2,2681.78,5363.56,2,1,1
606,Bank 606,East,0.62,3,2107.53,6322.59,1,0,0
607,Bank 607,North,0.52,0,,0.0,0,1,1
608,Bank 608,West,0.76,2,7502.03,15004.07,1,2,2
609,Bank 609,East,0.63,1,2721.97,2721.97,0,0,0
610,Bank 610,South,0.97,3,5585.18,16755.53,1,2,2
611,Bank 611,South,0.7,1,2334.6,2334.6,0,0,0
612,Bank 612,East,0.9,2,6618.41,13236.82,2,1,1
613,Bank 613,East,0.74,1,8685.31,8685.31,1,1,1
614,Bank 614,West,0.53,2,2736.65,5473.3,1,1,1
615,Bank 615,North,0.52,3,3039.72,9119.15,3,0,0
616,Bank 616,East,0.66,3,5486.31,16458.92,2,2,2
617,Bank 617,North,0.75,4,5474.54,21898.16,2,0,0
618,Bank 618,West,0.76,1,7964.42,7964.42,1,0,0
619,Bank 619,South,0.89,2,4857.64,9715.27,1,1,1
620,Bank 620,West,0.95,1,4063.65,4063.65,1,0,0
621,Bank 621,East,0.89,1,2657.98,2657.98,1,1,1
622,Bank 622,West,0.92,5,3566.54,17832.69,2,2,2
623,Bank 623,West,0.96,0,,0.0,0,0,0
624,Bank 624,East,0.71,0,,0.0,0,0,0
625,Bank 625,South,0.62,0,,0.0,0,1,1
626,Bank 626,North,0.93,1,6332.92,6332.92,0,1,1
627,Bank 627,North,0.59,2,8478.3,16956.59,0,1,1
628,Bank 628,North,0.86,1,6390.85,6390.85,0,0,0
629,Bank 629,West,0.64,3,5358.14,16074.42,2,0,0
630,Bank 630,East,0.74,3,4328.76,12986.28,2,3,3
631,Bank 631,East,0.86,3,6415.2,19245.6,0,3,3
632,Bank 632,East,1.0,1,2841.25,2841.25,0,1,1
633,Bank 633,West,0.7,0,,0.0,0,1,1
634,Bank 634,South,0.95,1,4794.33,4794.33,0,1,1
635,Bank 635,East,0.74,0,,0.0,0,1,1
636,Bank 636,South,0.65,1,6686.31,6686.31,0,1,1
637,Bank 637,East,0.93,0,,0.0,0,4,4
638,Bank 638,North,0.87,2,2345.54,4691.07,1,1,1
639,Bank 639,South,0.58,1,1081.23,1081.23,1,1,1
640,Bank 640,West,0.96,1,1120.76,1120.76,1,3,3
641,Bank 641,West,0.61,1,2355.94,2355.94,0,0,0
642,Bank 642,North,0.73,0,,0.0,0,0,0
643,Bank 643,South,0.63,0,,0.0,0,0,0
644,Bank 644,East,0.68,0,,0.0,0,0,0
645,Bank 645,South,0.69,1,1808.53,1808.53,0,1,1
646,Bank 646,North,0.95,2,7178.75,14357.5,2,0,0
647,Bank 647,South,0.74,1,5494.18,5494.18,1,3,3
648,Bank 648,North,0.6,1,8163.48,8163.48,0,0,0
649,Bank 649,North,0.65,2,4209.13,8418.26,1,1,1
650,Bank 650,South,0.57,0,,0.0,0,2,2
651,Bank 651,North,0.54,1,5910.77,5910.77,1,3,3
652,Bank 652,North,0.84,1,4704.76,4704.76,1,2,2
653,Bank 653,South,0.71,0,,0.0,0,1,1
654,Bank 654,South,0.58,1,4025.26,4025.26,1,3,3
655,Bank 655,East,0.84,2,2504.95,5009.91,0,1,1
656,Bank 656,North,0.81,1,5857.3,5857.3,1,3,3
657,Bank 657,West,0.58,0,,0.0,0,1,1
658,Bank 658,West,0.78,0,,0.0,0,1,1
659,Bank 659,South,0.52,0,,0.0,0,0,0
660,Bank 660,East,0.71,1,5965.7,5965.7,0,0,0
661,Bank 661,South,0.81,0,,0.0,0,0,0
662,Bank 662,East,0.85,1,1075.12,1075.12,0,1,1
663,Bank 663,North,0.97,0,,0.0,0,1,1
664,Bank 664,West,0.77,0,,0.0,0,3,3
665,Bank 665,South,0.79,0,,0.0,0,2,2
666,Bank 666,East,0.79,2,4729.52,9459.03,2,1,1
667,Bank 667,West,0.99,1,3084.57,3084.57,1,1,1
668,Bank 668,North,0.8,0,,0.0,0,0,0
669,Bank 669,South,0.58,1,1105.99,1105.99,1,0,0
670,Bank 670,North,0.72,3,3013.1,9039.3,0,1,1
671,Bank 671,South,0.54,1,578.19,578.19,1,0,0
672,Bank 672,West,0.93,1,8014.13,8014.13,0,0,0
673,Bank 673,West,0.54,2,5307.97,10615.94,1,0,0
674,Bank 674,North,0.75,0,,0.0,0,0,0
675,Bank 675,North,0.97,2,7465.21,14930.42,2,1,1
676,Bank 676,West,1.0,1,3445.8,3445.8,0,1,1
677,Bank 677,North,0.58,1,4561.89,4561.89,1,2,2
678,Bank 678,North,0.89,2,2016.12,4032.24,1,0,0
679,Bank 679,North,0.98,0,,0.0,0,1,1
680,Bank 680,West,0.95,1,9593.95,9593.95,0,0,0
681,Bank 681,South,0.86,1,2658.78,2658.78,1,1,1
682,Bank 682,West,0.82,1,8957.62,8957.62,1,2,2
683,Bank 683,West,0.78,1,4826.96,4826.96,1,0,0
684,Bank 684,West,0.62,1,9020.73,9020.73,1,0,0
685,Bank 685,North,0.96,4,5050.84,20203.35,1,1,1
686,Bank 686,East,0.67,2,5905.91,11811.83,2,2,2
687,Bank 687,South,0.81,1,3372.46,3372.46,0,2,2
688,Bank 688,West,0.81,3,1597.0,4791.01,2,2,2
689,Bank 689,South,0.91,1,4457.57,4457.57,0,5,5
690,Bank 690,West,0.69,1,6212.61,6212.61,0,0,0
691,Bank 691,East,0.89,1,8077.89,8077.89,1,1,1
692,Bank 692,North,0.98,0,,0.0,0,1,1
693,Bank 693,South,0.9,0,,0.0,0,3,3
694,Bank 694,South,0.56,2,7871.26,15742.51,1,3,3
695,Bank 695,South,0.57,0,,0.0,0,1,1
696,Bank 696,West,0.95,3,3342.22,10026.67,2,1,1
697,Bank 697,North,0.61,3,7397.36,22192.09,0,0,0
698,Bank 698,East,0.88,2,3511.7,7023.41,2,1,1
699,Bank 699,North,0.66,1,4150.01,4150.01,1,0,0
700,Bank 700,West,0.59,1,3828.55,3828.55,1,0,0
701,Bank 701,South,0.52,0,,0.0,0,1,1
702,Bank 702,North,0.63,1,3982.78,3982.78,0,1,1
703,Bank 703,West,0.78,1,6512.11,6512.11,0,1,1
704,Bank 704,North,0.92,5,6703.86,33519.31,2,1,1
705,Bank 705,South,0.67,0,,0.0,0,2,2
706,Bank 706,East,0.9,0,,0.0,0,0,0
707,Bank 707,North,0.81,1,375.34,375.34,1,2,2
708,Bank 708,West,0.69,0,,0.0,0,2,2
709,Bank 709,East,0.94,1,4580.7,4580.7,0,2,2
710,Bank 710,South,0.71,0,,0.0,0,1,1
711,Bank 711,South,0.7,0,,0.0,0,1,1
712,Bank 712,West,0.62,1,2593.23,2593.23,0,1,1
713,Bank 713,South,0.94,1,9104.14,9104.14,1,3,3
714,Bank 714,East,0.98,0,,0.0,0,0,0
715,Bank 715,West,0.79,4,5278.6,21114.42,1,2,2
716,Bank 716,South,0.89,0,,0.0,0,3,3
717,Bank 717,West,0.93,0,,0.0,0,2,2
718,Bank 718,East,0.66,0,,0.0,0,0,0
719,Bank 719,North,0.72,1,8165.41,8165.41,1,0,0
720,Bank 720,North,0.89,2,3922.16,7844.33,1,1,1
721,Bank 721,East,0.69,1,8488.58,8488.58,0,1,1
722,Bank 722,West,0.51,0,,0.0,0,1,1
723,Bank 723,South,0.75,2,4936.23,9872.46,1,0,0
724,Bank 724,South,0.98,0,,0.0,0,3,3
725,Bank 725,North,0.83,1,9293.79,9293.79,0,1,1
726,Bank 726,North,0.95,0,,0.0,0,1,1
727,Bank 727,North,0.7,1,5453.36,5453.36,0,3,3
728,Bank 728,South,0.79,0,,0.0,0,1,1
729,Bank 729,East,0.63,0,,0.0,0,1,1
730,Bank 730,North,0.89,2,4216.89,8433.79,0,2,2
731,Bank 731,North,0.52,0,,0.0,0,0,0
732,Bank 732,West,0.94,1,9895.62,9895.62,1,4,4
733,Bank 733,South,0.58,2,6651.98,13303.96,1,0,0
734,Bank 734,West,0.7,0,,0.0,0,3,3
735,Bank 735,East,0.93,0,,0.0,0,1,1
736,Bank 736,South,0.63,1,7312.29,7312.29,0,1,1
737,Bank 737,South,0.76,0,,0.0,0,1,1
738,Bank 738,East,0.81,1,6080.06,6080.06,0,0,0
739,Bank 739,East,0.77,2,1637.96,3275.93,1,0,0
740,Bank 740,North,0.82,2,6247.26,12494.51,2,0,0
741,Bank 741,North,0.97,0,,0.0,0,2,2
742,Bank 742,East,0.88,0,,0.0,0,0,0
743,Bank 743,North,0.53,1,6738.57,6738.57,1,0,0
744,Bank 744,North,0.75,2,5396.17,10792.34,1,1,1
745,Bank 745,West,0.89,1,4449.37,4449.37,0,0,0
746,Bank 746,North,0.53,2,3327.95,6655.91,2,1,1
747,Bank 747,North,0.88,1,1946.99,1946.99,0,1,1
748,Bank 748,South,0.8,1,1571.33,1571.33,1,2,2
749,Bank 749,North,0.85,2,5248.58,10497.16,1,0,0
750,Bank 750,South,0.63,1,9735.81,9735.81,0,1,1
751,Bank 751,West,0.5,1,8457.56,8457.56,1,0,0
752,Bank 752,East,0.75,1,2115.49,2115.49,0,0,0
753,Bank 753,North,0.81,1,8881.09,8881.09,1,1,1
754,Bank 754,South,0.78,1,9308.24,9308.24,1,0,0
755,Bank 755,West,0.84,1,5426.31,5426.31,1,0,0
756,Bank 756,South,0.72,0,,0.0,0,1,1
757,Bank 757,East,0.86,0,,0.0,0,0,0
758,Bank 758,West,1.0,0,,0.0,0,0,0
759,Bank 759,North,0.58,2,7595.1,15190.19,1,1,1
760,Bank 760,East,0.71,2,6081.53,12163.05,1,2,2
761,Bank 761,East,0.7,1,5704.79,5704.79,0,0,0
762,Bank 762,South,0.73,0,,0.0,0,2,2
763,Bank 763,North,0.86,0,,0.0,0,0,0
764,Bank 764,North,0.61,0,,0.0,0,1,1
765,Bank 765,South,0.79,2,4448.6,8897.21,2,0,0
766,Bank 766,East,0.67,3,3378.94,10136.81,3,0,0
767,Bank 767,East,0.87,1,1280.33,1280.33,1,0,0
768,Bank 768,North,0.77,1,5205.17,5205.17,1,1,1
769,Bank 769,South,0.52,0,,0.0,0,2,2
770,Bank 770,South,0.68,0,,0.0,0,0,0
771,Bank 771,South,0.81,0,,0.0,0,2,2
772,Bank 772,East,0.67,0,,0.0,0,1,1
773,Bank 773,West,0.92,0,,0.0,0,1,1
774,Bank 774,North,0.61,1,6563.18,6563.18,0,1,1
775,Bank 775,South,0.93,2,2991.08,5982.15,1,0,0
776,Bank 776,West,0.54,4,6109.52,24438.08,1,0,0
777,Bank 777,West,0.51,0,,0.0,0,0,0
778,Bank 778,East,0.79,0,,0.0,0,0,0
779,Bank 779,South,0.75,2,1971.35,3942.69,0,2,2
780,Bank 780,West,0.97,1,2237.84,2237.84,1,0,0
781,Bank 781,North,0.79,2,4439.01,8878.02,1,1,1
782,Bank 782,East,0.65,1,132.06,132.06,0,2,2
783,Bank 783,South,0.88,1,564.79,564.79,1,1,1
784,Bank 784,West,0.66,1,8796.84,8796.84,0,1,1
785,Bank 785,East,0.95,0,,0.0,0,1,1
786,Bank 786,South,0.75,0,,0.0,0,0,0
787,Bank 787,West,0.54,1,1804.21,1804.21,1,1,1
788,Bank 788,West,0.91,2,3721.22,7442.44,1,2,2
789,Bank 789,West,0.61,2,6049.34,12098.67,1,1,1
790,Bank 790,South,0.57,2,3182.7,6365.4,2,1,1
791,Bank 791,West,0.83,0,,0.0,0,0,0
792,Bank 792,West,0.53,0,,0.0,0,1,1
793,Bank 793,South,0.82,2,8418.19,16836.39,2,2,2
794,Bank 794,South,0.79,1,3894.03,3894.03,1,1,1
795,Bank 795,North,0.88,0,,0.0,0,2,2
796,Bank 796,East,0.71,0,,0.0,0,0,0
797,Bank 797,West,0.64,1,3891.31,3891.31,1,1,1
798,Bank 798,East,0.96,0,,0.0,0,0,0
799,Bank 799,West,0.97,1,7158.82,7158.82,0,1,1
800,Bank 800,East,0.88,1,6392.35,6392.35,1,2,2
801,Bank 801,South,0.92,1,5108.84,5108.84,1,1,1
802,Bank 802,East,0.72,2,1559.34,3118.67,0,0,0
803,Bank 803,South,0.82,3,1928.47,5785.42,0,0,0
804,Bank 804,South,0.67,4,8357.52,33430.07,1,0,0
805,Bank 805,North,0.75,1,3364.09,3364.09,0,0,0
806,Bank 806,East,0.54,1,6445.35,6445.35,0,0,0
807,Bank 807,South,0.86,1,7294.25,7294.25,1,2,2
808,Bank 808,East,0.92,2,5777.99,11555.98,0,0,0
809,Bank 809,North,0.59,2,8771.44,17542.87,2,2,2
810,Bank 810,North,0.59,0,,0.0,0,0,0
811,Bank 811,West,0.73,0,,0.0,0,0,0
812,Bank 812,South,0.94,2,6764.66,13529.31,1,0,0
813,Bank 813,South,0.72,0,,0.0,0,0,0
814,Bank 814,South,1.0,1,6050.36,6050.36,1,0,0
815,Bank 815,South,0.73,0,,0.0,0,0,0
816,Bank 816,West,0.63,0,,0.0,0,2,2
817,Bank 817,North,0.69,1,8394.68,8394.68,0,1,1
818,Bank 818,West,0.61,0,,0.0,0,2,2
819,Bank 819,North,0.9,1,4676.44,4676.44,0,1,1
820,Bank 820,South,0.9,0,,0.0,0,1,1
821,Bank 821,North,0.89,1,3571.16,3571.16,1,1,1
822,Bank 822,West,0.53,1,2126.21,2126.21,1,2,2
823,Bank 823,East,0.69,0,,0.0,0,2,2
824,Bank 824,North,0.6,0,,0.0,0,1,1
825,Bank 825,North,0.8,0,,0.0,0,1,1
826,Bank 826,East,0.71,0,,0.0,0,3,3
827,Bank 827,West,0.9,1,1815.27,1815.27,1,0,0
828,Bank 828,South,0.97,1,554.61,554.61,0,1,1
829,Bank 829,North,0.59,0,,0.0,0,1,1
830,Bank 830,East,0.93,2,3441.96,6883.92,1,0,0
831,Bank 831,South,0.77,1,8806.2,8806.2,0,1,1
832,Bank 832,South,0.75,0,,0.0,0,0,0
833,Bank 833,West,0.79,0,,0.0,0,1,1
834,Bank 834,South,0.71,1,135.47,135.47,1,0,0
835,Bank 835,North,0.83,1,6338.1,6338.1,1,1,1
836,Bank 836,East,0.98,1,2886.41,2886.41,1,0,0
837,Bank 837,West,0.54,0,,0.0,0,1,1
838,Bank 838,East,0.51,2,6191.43,12382.86,0,1,1
839,Bank 839,West,0.72,0,,0.0,0,0,0
840,Bank 840,South,0.93,1,2377.28,2377.28,1,1,1
841,Bank 841,East,0.63,0,,0.0,0,0,0
842,Bank 842,East,0.71,0,,0.0,0,1,1
843,Bank 843,South,0.95,2,4856.85,9713.69,1,3,3
844,Bank 844,North,0.75,1,1773.87,1773.87,1,2,2
845,Bank 845,North,0.53,2,8579.02,17158.04,0,0,0
846,Bank 846,East,0.93,1,6524.94,6524.94,0,1,1
847,Bank 847,West,0.57,0,,0.0,0,5,5
848,Bank 848,North,0.58,2,4587.08,9174.16,1,1,1
849,Bank 849,West,0.8,1,6850.81,6850.81,1,3,3
850,Bank 850,West,0.88,2,6530.63,13061.25,0,2,2
851,Bank 851,East,0.71,2,3435.42,6870.84,0,1,1
852,Bank 852,North,0.53,2,4775.62,9551.23,1,1,1
853,Bank 853,East,0.77,0,,0.0,0,2,2
854,Bank 854,East,0.52,1,6821.33,6821.33,1,1,1
855,Bank 855,West,0.98,1,2316.97,2316.97,0,0,0
856,Bank 856,East,0.54,0,,0.0,0,0,0
857,Bank 857,West,0.61,1,8964.11,8964.11,0,1,1
858,Bank 858,West,0.56,1,5600.47,5600.47,1,1,1
859,Bank 859,North,0.9,2,2389.61,4779.23,1,1,1
860,Bank 860,North,0.77,1,2903.38,2903.38,0,0,0
861,Bank 861,North,0.75,0,,0.0,0,0,0
862,Bank 862,West,0.77,1,89.41,89.41,1,1,1
863,Bank 863,South,0.72,1,882.71,882.71,0,0,0
864,Bank 864,South,0.55,0,,0.0,0,1,1
865,Bank 865,East,0.62,1,1594.56,1594.56,0,4,4
866,Bank 866,North,0.64,3,4039.23,12117.7,1,1,1
867,Bank 867,East,0.57,2,7379.76,14759.52,0,0,0
868,Bank 868,West,0.72,2,235.51,471.02,0,3,3
869,Bank 869,East,0.82,1,5989.25,5989.25,1,1,1
870,Bank 870,North,0.58,1,2024.4,2024.4,0,1,1
871,Bank 871,West,0.7,1,8389.31,8389.31,1,2,2
872,Bank 872,West,0.93,2,5638.85,11277.7,1,1,1
873,Bank 873,North,0.68,1,6185.55,6185.55,0,1,1
874,Bank 874,West,0.77,1,8529.58,8529.58,1,1,1
875,Bank 875,South,0.58,3,6253.17,18759.51,2,1,1
876,Bank 876,South,0.55,2,6735.91,13471.82,0,0,0
877,Bank 877,South,0.73,0,,0.0,0,3,3
878,Bank 878,North,0.76,0,,0.0,0,0,0
879,Bank 879,East,0.67,3,5948.25,17844.75,2,1,1
880,Bank 880,West,0.96,2,5002.65,10005.3,2,0,0
881,Bank 881,North,1.0,1,3383.69,3383.69,1,1,1
882,Bank 882,East,0.65,2,2752.81,5505.61,1,2,2
883,Bank 883,North,0.79,0,,0.0,0,1,1
884,Bank 884,South,0.56,1,5852.85,5852.85,0,0,0
885,Bank 885,North,0.7,2,4059.56,8119.12,2,1,1
886,Bank 886,North,0.88,0,,0.0,0,0,0
887,Bank 887,North,0.85,0,,0.0,0,1,1
888,Bank 888,East,0.87,1,6089.18,6089.18,1,3,3
889,Bank 889,North,0.69,0,,0.0,0,0,0
890,Bank 890,North,0.67,0,,0.0,0,5,5
891,Bank 891,South,0.81,2,5149.66,10299.33,1,0,0
892,Bank 892,North,0.84,0,,0.0,0,1,1
893,Bank 893,North,0.93,0,,0.0,0,1,1
894,Bank 894,North,0.67,0,,0.0,0,0,0
895,Bank 895,North,0.91,1,1603.76,1603.76,0,1,1
896,Bank 896,South,0.69,1,5682.56,5682.56,1,1,1
897,Bank 897,North,0.8,1,5555.16,5555.16,1,0,0
898,Bank 898,North,0.72,2,6962.48,13924.97,1,1,1
899,Bank 899,South,0.67,0,,0.0,0,2,2
900,Bank 900,South,0.62,1,349.8,349.8,0,1,1
901,Bank 901,South,0.66,0,,0.0,0,1,1
902,Bank 902,West,0.76,1,6276.0,6276.0,0,3,3
903,Bank 903,South,0.76,1,9203.33,9203.33,0,2,2
904,Bank 904,West,0.75,0,,0.0,0,0,0
905,Bank 905,East,0.73,1,7277.08,7277.08,0,0,0
906,Bank 906,South,0.72,2,7149.85,14299.7,2,2,2
907,Bank 907,West,0.65,1,4320.66,4320.66,0,2,2
908,Bank 908,South,0.77,0,,0.0,0,1,1
909,Bank 909,South,0.55,0,,0.0,0,2,2
910,Bank 910,South,0.52,1,2280.84,2280.84,1,1,1
911,Bank 911,East,0.97,0,,0.0,0,1,1
912,Bank 912,South,0.81,1,270.54,270.54,0,1,1
913,Bank 913,West,0.51,0,,0.0,0,3,3
914,Bank 914,South,0.82,1,2752.02,2752.02,0,3,3
915,Bank 915,North,0.89,1,1014.12,1014.12,0,2,2
916,Bank 916,South,0.83,0,,0.0,0,1,1
917,Bank 917,South,0.65,0,,0.0,0,0,0
918,Bank 918,South,0.52,1,3637.41,3637.41,1,0,0
919,Bank 919,West,0.84,2,4326.48,8652.96,0,1,1
920,Bank 920,East,0.71,0,,0.0,0,2,2
921,Bank 921,North,0.61,0,,0.0,0,2,2
922,Bank 922,East,0.95,1,3690.23,3690.23,0,0,0
923,Bank 923,North,0.84,0,,0.0,0,0,0
924,Bank 924,South,0.59,2,5693.16,11386.31,0,2,2
