transaction_id,customer_id,bank_id,amount,txn_date,location,is_high_risk,flag_large_amount,flag_high_frequency_customer,flag_high_risk_customer,flag_low_compliance_bank,flag_sanctioned_customer,flag_sanctioned_bank
762,368,685,7292.38,2024-07-26,Kimberlyton,0,0,0,0,0,0,1
999,368,670,6974.08,2024-06-28,Johnside,0,0,0,0,0,0,1
67,369,868,179.78,2024-07-10,South Richard,0,0,0,0,0,1,1
332,369,17,9988.13,2024-06-17,Carlosmouth,0,1,0,0,0,1,1
923,369,689,4457.57,2024-09-27,Brianburgh,0,0,0,0,0,1,1
624,370,207,9045.09,2024-01-04,Haneyshire,1,1,0,0,0,1,0
684,371,879,5340.8,2024-02-20,East Yolandafurt,0,0,0,0,0,1,1
883,371,867,5123.12,2024-03-17,Port Brittany,0,0,0,0,1,1,0
775,372,715,9017.49,2024-05-31,Juliestad,1,1,0,0,0,0,1
519,374,740,5678.63,2024-06-30,West Lisa,1,0,0,1,0,1,0
663,374,727,5453.36,2024-06-23,Melissaton,0,0,0,1,0,1,1
759,375,265,3321.99,2024-10-19,Christianville,0,0,0,0,1,1,0
194,376,736,7312.29,2024-08-31,Sandratown,0,0,0,0,0,0,1
969,376,655,2757.18,2024-06-30,West Juan,0,0,0,0,0,0,1
770,377,996,4709.74,2024-11-04,Gilmoreburgh,1,0,0,0,0,1,1
451,378,154,4558.89,2024-07-20,Johnport,1,0,0,0,0,0,1
911,379,34,2697.21,2024-08-19,Campbellland,1,0,0,0,0,1,0
60,381,1002,1108.76,2024-02-24,Sherrymouth,0,0,0,0,0,0,0
459,381,136,9583.48,2024-11-05,West Jamesside,1,1,0,0,0,0,1
610,381,930,732.28,2023-12-13,North Johnland,1,0,0,0,0,0,1
636,382,440,3820.24,2024-08-13,Stevenburgh,1,0,0,0,0,1,1
666,385,168,8594.71,2024-08-13,Port Dianeborough,1,0,0,1,1,0,1
891,385,1008,5133.66,2023-12-13,Marybury,0,0,0,1,0,0,1
70,387,243,7462.16,2024-09-09,Leborough,0,0,0,0,1,1,1
773,387,698,2009.84,2023-12-23,Tylerport,1,0,0,0,0,1,1
973,387,793,7653.14,2024-02-16,New Angelicafurt,1,0,0,0,0,1,1
658,388,467,9746.91,2024-02-16,South Dianeport,0,1,0,0,1,1,1
651,389,715,1555.02,2024-11-04,East Manuelview,0,0,0,0,0,1,1
265,390,279,715.49,2024-07-11,New Anna,0,0,0,0,0,1,0
436,391,103,9751.56,2024-11-03,New Brandonton,1,1,0,1,0,0,1
530,391,1000,9679.24,2024-04-01,Blackburgh,1,1,0,1,0,0,0
802,391,434,9763.79,2024-09-10,North Robertfort,1,1,0,1,0,0,0
368,392,36,7227.93,2024-10-28,Farmerborough,0,0,0,0,0,1,0
197,394,107,9172.74,2024-04-11,Nicholasland,0,1,0,0,0,1,0
520,394,173,9432.86,2024-02-15,North Philip,0,1,0,0,0,1,0
586,395,483,8054.89,2024-09-19,Port Charlesfort,1,0,0,0,0,0,0
214,400,746,4037.01,2024-06-07,South Elizabethside,1,0,1,0,1,0,1
221,400,962,1070.63,2024-10-28,Lake Nicoleburgh,0,0,1,0,0,0,1
293,400,985,7321.32,2024-02-20,Roytown,0,0,1,0,0,0,1
957,400,279,9209.03,2024-09-20,Greenside,1,1,1,0,0,0,0
419,401,827,1815.27,2023-12-29,East Juanberg,1,0,0,0,0,1,0
334,402,42,1423.22,2024-10-31,Ellisonborough,0,0,0,0,1,1,1
553,402,907,4320.66,2024-07-17,Andersonberg,0,0,0,0,0,1,1
967,404,746,2618.9,2024-02-18,North John,1,0,0,1,1,1,1
329,405,214,9663.3,2024-06-26,North Jessicaberg,1,1,0,1,0,0,1
439,407,671,578.19,2024-08-11,Andrewsfort,1,0,0,1,1,1,0
620,407,442,7128.07,2024-05-30,Deborahside,1,0,0,1,0,1,1
817,408,952,4705.23,2024-07-09,Port Christopherville,1,0,0,0,0,0,1
877,408,984,7018.96,2023-12-14,Bassville,1,0,0,0,0,0,0
660,411,375,2965.41,2024-05-11,New Rebeccaburgh,1,0,0,0,0,0,1
376,412,784,8796.84,2024-11-17,Jamieton,0,0,0,0,0,1,1
548,412,647,5494.18,2024-05-15,Cassandrahaven,1,0,0,0,0,1,1
212,414,938,3554.49,2024-10-01,Gonzalezfurt,0,0,0,0,0,1,1
650,415,988,3022.37,2024-10-28,Kristinastad,1,0,0,0,0,1,1
471,416,308,7531.77,2024-02-24,Richardchester,1,0,0,0,0,0,1
283,419,137,8953.74,2024-06-23,South Jennifer,0,0,0,0,0,1,1
603,421,383,9815.7,2024-11-17,Devinfurt,0,1,0,0,0,1,1
69,423,582,2330.49,2024-08-08,Coxshire,1,0,0,0,0,1,1
472,423,965,7153.5,2024-08-26,Aaronborough,1,0,0,0,0,1,0
834,423,433,4461.35,2024-10-30,West Henryshire,1,0,0,0,0,1,1
153,424,485,9019.9,2024-01-16,North Shawnmouth,0,1,0,1,0,0,0
342,424,555,1810.19,2024-08-19,Billyland,1,0,0,1,1,0,1
551,428,503,8825.2,2024-07-16,New Kathryn,0,0,0,1,0,1,0
201,429,294,682.06,2024-09-18,West Denise,0,0,0,0,1,1,0
275,429,433,8542.36,2024-08-02,East Barbaramouth,1,0,0,0,0,1,1
323,429,514,9355.9,2024-01-14,South Brittanychester,1,1,0,0,1,1,1
86,431,101,5795.6,2024-02-19,Colleenburgh,0,0,0,0,0,0,0
148,431,525,6655.74,2024-05-28,Lake Amandaside,1,0,0,0,0,0,1
199,431,54,1932.25,2024-08-30,Evanstown,1,0,0,0,0,0,1
208,433,110,6391.3,2024-02-16,East Heather,0,0,0,0,0,1,1
240,434,594,2428.29,2024-08-28,Reyesberg,0,0,0,1,0,1,1
543,436,976,2951.22,2024-04-02,New Rachelland,1,0,0,1,0,0,0
941,436,897,5555.16,2024-08-28,South Joseberg,1,0,0,1,0,0,0
103,437,520,4144.91,2024-08-30,East James,0,0,0,0,0,0,0
389,437,235,5192.36,2023-12-01,Jenniferview,1,0,0,0,0,0,0
92,438,985,2511.98,2024-07-31,West Jamesside,0,0,0,1,0,0,1
301,439,790,2480.82,2024-11-02,Nathanport,1,0,0,0,1,1,1
171,442,875,7084.1,2024-01-18,East Emilyview,1,0,0,1,1,1,1
627,443,632,2841.25,2023-12-17,Brendaport,0,0,0,0,0,1,1
247,445,956,1549.96,2024-05-01,New Zachary,0,0,0,0,0,1,1
236,447,128,8230.38,2024-06-08,North Autumnburgh,0,0,0,1,0,0,1
845,448,442,4091.36,2024-03-07,Orrville,1,0,0,0,0,1,1
615,449,616,4974.08,2024-05-26,Lake Paul,1,0,0,0,0,0,1
858,450,958,4766.97,2024-02-01,Tracyfort,0,0,0,0,0,0,1
792,451,452,4123.7,2024-09-22,Griffinfort,1,0,0,0,0,0,0
48,453,10,5942.18,2024-05-03,Masonville,0,0,0,0,0,0,1
485,453,125,5513.92,2024-11-20,East Kim,0,0,0,0,0,0,1
285,454,868,291.24,2024-05-19,Port Kenneth,0,0,0,1,0,1,1
642,454,925,8919.97,2024-08-31,Jenniferfurt,1,0,0,1,0,1,1
174,457,546,3302.83,2024-10-08,Hillside,1,0,0,0,1,1,0
256,458,479,8445.78,2024-05-07,Port Markmouth,1,0,0,0,0,0,0
299,458,437,5069.65,2024-09-23,Jessicaport,1,0,0,0,0,0,0
387,458,776,7134.84,2024-11-18,Michaelland,0,0,0,0,1,0,0
33,460,471,4787.91,2024-06-21,North Lisabury,1,0,0,0,0,1,1
631,460,269,91.22,2024-02-20,Ryanport,0,0,0,0,0,1,0
739,460,101,6739.74,2024-08-05,South Madisonside,1,0,0,0,0,1,0
867,461,30,6353.24,2024-08-17,New Mark,0,0,0,0,0,1,1
534,462,1006,9750.32,2023-12-22,West Kenneth,0,1,0,1,1,0,1
224,464,123,4875.58,2024-09-18,Lake Patrickside,1,0,0,0,0,1,1
190,466,330,2515.53,2024-04-24,Brianville,0,0,0,1,1,0,0
749,466,673,3927.74,2024-07-04,Walkerside,1,0,0,1,1,0,0
830,467,822,2126.21,2024-05-24,Reyesfort,1,0,0,0,1,1,1
252,468,267,4613.5,2024-05-06,Rebeccabury,0,0,0,1,0,0,0
927,468,880,189.31,2024-10-25,New Christy,1,0,0,1,0,0,0
427,469,318,2121.09,2024-08-09,Port Ritatown,0,0,0,0,0,0,0
509,469,557,3176.45,2024-05-21,Murphyview,0,0,0,0,1,0,1
634,470,1006,3914.0,2024-06-18,Michaelhaven,0,0,0,1,1,1,1
723,470,425,479.04,2024-10-15,Melissaland,1,0,0,1,0,1,0
625,471,838,5555.32,2024-05-01,Grimesburgh,0,0,0,1,1,0,1
994,472,519,6168.77,2024-09-24,Jordanland,1,0,0,1,0,1,1
992,474,536,8795.33,2023-12-20,Quinnshire,1,0,0,1,0,1,0
302,475,610,7181.1,2024-07-16,Stephanieshire,1,0,0,0,0,1,1
407,475,52,4782.78,2024-08-22,Kimview,1,0,0,0,0,1,1
898,475,836,2886.41,2024-08-16,Taylorport,1,0,0,0,0,1,0
482,478,313,7721.13,2024-11-05,East Belindatown,1,0,0,1,0,0,1
668,479,591,2929.82,2024-02-23,Princeborough,0,0,0,0,0,0,0
185,481,713,9104.14,2024-02-21,Goodwinfurt,1,1,0,0,0,1,1
742,481,733,7374.96,2023-12-02,New Natalie,0,0,0,0,1,1,0
964,481,857,8964.11,2023-12-01,Jonesberg,0,0,0,0,0,1,1
347,482,458,3150.25,2023-12-30,Port Cindy,0,0,0,0,0,1,1
392,483,691,8077.89,2024-11-13,New Manuelside,1,0,0,1,0,1,1
787,483,594,8637.82,2024-02-12,Port Melanieburgh,0,0,0,1,0,1,1
295,484,533,6888.92,2024-08-24,Lake Jorgefurt,1,0,0,0,1,1,0
364,484,450,2261.85,2024-07-28,North Edwardstad,1,0,0,0,0,1,1
187,488,58,1585.55,2024-04-14,Emilyfort,1,0,0,0,0,0,1
441,488,622,1256.31,2024-09-13,Hannahfurt,0,0,0,0,0,0,1
555,491,947,594.82,2024-08-17,North Teresaton,1,0,0,0,0,1,0
546,492,233,9482.81,2024-03-28,New Teresatown,0,1,0,0,0,1,1
94,493,872,7730.8,2024-09-17,Foxmouth,0,0,0,0,0,1,1
748,493,678,2559.75,2024-04-09,North Jamiehaven,0,0,0,0,0,1,0
857,493,926,2612.29,2024-06-03,Port Emily,1,0,0,0,0,1,0
786,494,580,5585.25,2023-12-09,Moorefort,0,0,0,0,1,1,1
429,496,262,2188.08,2023-12-29,Lake Lisaview,1,0,0,0,0,1,1
975,496,392,5297.67,2024-04-18,Mayobury,0,0,0,0,0,1,1
561,498,137,9534.8,2024-06-14,Port Destinyside,1,1,0,0,0,1,1
930,498,804,7340.07,2023-12-27,Lynchland,1,0,0,0,0,1,0
943,498,497,4512.23,2024-10-17,Kingtown,1,0,0,0,0,1,1
753,500,675,9240.92,2023-12-27,Crystalfurt,1,1,0,1,0,1,1
537,501,867,9636.4,2024-10-09,South Anthonyhaven,0,1,0,0,1,0,0
963,502,542,463.15,2024-04-12,Mosleyside,0,0,0,0,0,1,1
113,503,849,6850.81,2024-06-16,Danielmouth,1,0,0,1,0,1,1
306,503,882,3971.53,2024-09-05,Robertborough,0,0,0,1,0,1,1
276,505,81,5835.83,2024-07-22,Robertfort,0,0,0,0,0,0,1
812,505,924,4331.55,2024-04-30,New Vanessamouth,0,0,0,0,1,0,1
889,505,852,826.94,2024-03-20,North Gregoryport,0,0,0,0,1,0,1
377,506,148,5776.99,2024-01-30,Terriland,1,0,0,0,0,1,1
540,507,499,8475.72,2024-03-05,Conleyshire,0,0,0,1,1,0,0
958,507,622,9798.69,2024-05-31,West Rayport,0,1,0,1,0,0,1
483,511,264,8287.55,2024-02-08,Watsonmouth,1,0,0,0,0,0,1
840,512,1010,6572.08,2024-08-25,Griffithville,1,0,0,1,0,1,1
52,513,363,2767.09,2024-03-17,Port Lisa,1,0,0,0,0,1,1
369,513,256,4342.14,2024-01-30,Jasontown,0,0,0,0,0,1,0
709,513,342,3349.05,2024-06-04,Cortezborough,0,0,0,0,1,1,1
557,514,108,136.69,2024-05-19,Amandaport,0,0,0,1,1,1,1
681,515,503,5873.63,2024-02-13,Port Cathystad,1,0,0,1,0,0,0
379,516,158,7233.76,2024-05-08,Carlosborough,0,0,0,0,0,1,1
365,517,627,8868.4,2024-05-12,Carterland,0,0,0,0,1,1,1
331,519,422,4016.15,2024-02-16,Taylorfort,1,0,0,0,0,1,1
422,519,50,5045.59,2023-12-23,Wolfemouth,1,0,0,0,0,1,0
892,519,606,1632.37,2024-09-09,Johnsonshire,0,0,0,0,0,1,0
442,520,246,678.11,2024-03-05,Elizabethhaven,0,0,0,0,0,0,1
327,522,336,2951.02,2024-11-04,Alexistown,0,0,0,0,0,0,1
390,523,180,9261.44,2024-05-16,North Joshuastad,0,1,0,1,0,1,0
489,524,23,5085.23,2024-11-18,Lake Marissa,1,0,0,0,0,1,1
803,524,622,4490.24,2024-03-19,Kevintown,1,0,0,0,0,1,1
284,525,235,9476.66,2024-02-18,Robinsonland,0,1,0,1,0,1,0
326,527,463,1976.69,2024-01-08,West Margaret,1,0,0,1,0,0,1
574,527,828,554.61,2024-06-18,Smithmouth,0,0,0,1,0,0,1
706,528,256,1357.0,2024-02-15,Heatherbury,0,0,0,0,0,0,0
716,529,225,701.95,2024-03-29,Petersonview,0,0,0,0,0,1,1
705,530,160,922.7,2024-04-06,Heatherburgh,0,0,0,1,0,1,0
687,531,273,2330.47,2024-03-15,New Jonathanbury,1,0,0,0,0,0,1
381,532,690,6212.61,2024-04-23,West Patrickfurt,0,0,0,0,0,1,0
851,532,490,7157.74,2024-05-31,Carlsonstad,0,0,0,0,0,1,1
942,532,875,4365.61,2024-10-14,Port Kimberly,0,0,0,0,1,1,1
882,533,855,2316.97,2024-03-16,Haleyport,0,0,0,0,0,0,0
223,534,666,8269.02,2023-11-23,East Laurie,1,0,0,0,0,1,1
130,536,244,1289.07,2024-11-04,New Mollyland,1,0,0,0,0,1,0
222,536,739,2692.99,2024-09-06,Hardyborough,1,0,0,0,0,1,0
181,537,982,3131.17,2024-02-18,East Sarafurt,1,0,0,0,0,0,1
336,537,971,5881.23,2024-05-04,Henrytown,0,0,0,0,0,0,1
698,537,800,6392.35,2024-03-09,Turnerfort,1,0,0,0,0,0,1
528,539,52,3952.29,2024-04-21,Youngmouth,0,0,0,1,0,1,1
180,540,19,31.68,2024-03-15,North Suzanne,0,0,0,1,0,1,0
493,541,450,1330.59,2024-06-21,Gregorybury,1,0,0,1,0,1,1
502,541,694,6935.92,2024-09-20,Townsendport,0,0,0,1,1,1,1
937,541,565,2194.98,2024-06-09,Doylechester,0,0,0,1,0,1,1
253,542,125,4914.22,2024-11-17,Kyleville,0,0,0,0,0,1,1
754,542,882,1534.08,2024-02-07,Karichester,1,0,0,0,0,1,1
109,545,388,2273.83,2024-07-09,Christopherhaven,1,0,0,0,0,0,1
115,547,802,1138.43,2024-04-09,Morrisstad,0,0,0,1,0,1,0
596,548,589,4662.69,2024-03-13,East Teresabury,1,0,0,0,0,1,0
136,549,74,5899.61,2024-04-09,New Yeseniaville,1,0,0,0,1,1,0
294,551,617,4183.5,2024-04-10,Hunterport,0,0,0,0,0,0,0
689,551,351,1633.7,2024-02-09,North Kevin,1,0,0,0,1,0,1
838,551,112,412.07,2024-01-21,South Lisa,1,0,0,0,0,0,0
100,552,697,9805.83,2023-12-04,Harrisontown,0,1,0,1,0,1,0
196,553,789,6954.15,2023-12-18,Barrettmouth,1,0,0,0,0,1,1
549,553,905,7277.08,2024-07-25,Laurenhaven,0,0,0,0,0,1,0
395,555,656,5857.3,2024-03-23,Whiteborough,1,0,0,0,0,1,1
508,555,858,5600.47,2024-02-02,Denisestad,1,0,0,0,1,1,1
36,556,974,1536.46,2024-10-06,Jamesshire,1,0,0,0,0,1,1
511,557,484,5909.94,2024-01-18,Sherylborough,1,0,0,0,0,0,0
910,557,914,2752.02,2024-07-07,Robertborough,0,0,0,0,0,0,1
839,558,79,9730.33,2024-03-25,East Stephaniebury,0,1,0,1,1,1,1
929,558,774,6563.18,2024-01-29,South Stephanie,0,0,0,1,0,1,1
156,559,49,8011.53,2024-04-12,Josephton,1,0,0,1,0,1,1
712,561,464,9228.75,2024-04-10,Scottton,1,1,0,1,0,0,1
799,561,507,4937.52,2024-05-10,East Joanne,1,0,0,1,0,0,0
863,561,614,3337.21,2024-06-17,Tamaramouth,1,0,0,1,1,0,1
132,562,922,3690.23,2024-09-23,New Johnborough,0,0,0,0,0,0,0
659,564,191,5939.31,2024-09-02,Boothport,1,0,0,0,0,0,1
655,565,212,3433.1,2024-03-08,Shafferville,1,0,0,0,0,1,1
700,566,248,1295.05,2024-01-07,Jodyborough,1,0,0,1,0,1,1
757,567,179,1789.34,2024-07-21,West Tammychester,0,0,0,0,0,1,0
921,568,876,5059.83,2024-06-03,Lake Taylorside,0,0,0,0,1,1,0
885,569,782,132.06,2024-02-26,West Susan,0,0,0,0,0,1,1
601,571,327,7332.16,2024-09-11,Travisview,0,0,0,0,0,0,0
421,572,220,3145.99,2024-02-07,Garciafurt,0,0,0,0,0,1,1
591,573,65,3792.94,2024-08-08,Lake Bonnie,1,0,0,1,0,1,1
701,574,450,433.13,2024-10-18,Stephenmouth,0,0,0,1,0,1,1
656,578,61,6709.07,2023-12-30,South Stevenside,0,0,0,0,1,1,1
23,579,485,5891.62,2024-02-23,Brianburgh,1,0,0,1,0,0,0
920,579,733,5929.0,2024-08-22,North Felicia,1,0,0,1,1,0,0
254,580,322,460.83,2024-04-14,Mathewsstad,0,0,0,0,0,1,1
696,580,538,9753.09,2024-06-19,Robinhaven,1,1,0,0,0,1,1
996,580,270,9657.76,2023-12-25,Port Nicoleville,0,1,0,0,0,1,0
460,581,114,5406.76,2024-08-28,New Randy,0,0,0,0,0,1,0
512,583,630,211.71,2024-10-09,East Josephtown,1,0,0,0,0,1,1
741,583,325,6397.02,2024-06-26,North Michaelmouth,0,0,0,0,0,1,0
151,585,871,8389.31,2024-04-19,Michaelhaven,1,0,0,1,0,1,1
600,585,282,1247.33,2024-06-15,Andersonborough,1,0,0,1,0,1,0
307,586,805,3364.09,2023-11-29,Yodermouth,0,0,0,0,0,1,0
856,587,286,529.14,2024-03-30,Brianmouth,1,0,0,0,0,0,1
584,591,860,2903.38,2024-09-01,Powersshire,0,0,0,0,0,0,0
328,592,365,8012.16,2024-03-21,West Kathryn,0,0,0,1,0,0,1
270,593,414,8046.96,2024-11-10,Jonesville,1,0,0,0,0,1,0
661,593,16,657.35,2024-10-30,Pittmanshire,0,0,0,0,0,1,0
324,594,992,1170.48,2024-11-11,Port Crystalberg,1,0,0,0,0,1,1
563,594,288,5050.63,2023-12-15,North Brittany,1,0,0,0,1,1,1
750,595,314,9443.32,2024-06-27,Matthewton,1,1,0,0,0,1,1
872,595,660,5965.7,2024-01-07,North Cynthia,0,0,0,0,0,1,0
564,597,82,3918.43,2024-04-10,Lake Benjamin,0,0,0,1,0,1,0
822,597,433,8986.3,2024-04-26,Joshuabury,1,0,0,1,0,1,1
34,599,166,8244.88,2024-05-15,Lake Kim,1,0,0,0,1,1,0
732,605,688,440.31,2024-05-09,Tylerborough,1,0,0,1,0,1,1
192,608,933,831.12,2023-12-30,North Kaitlynhaven,1,0,0,1,1,0,0
860,608,449,1521.92,2024-01-25,Reyestown,0,0,0,1,1,0,0
710,609,412,1115.69,2024-05-20,East Cindy,0,0,0,1,1,1,0
864,609,493,7579.24,2023-12-28,Terristad,1,0,0,1,0,1,1
96,611,812,6738.35,2024-10-28,Julianbury,1,0,1,0,0,1,0
238,611,677,4561.89,2024-10-04,New Richardview,1,0,1,0,1,1,1
412,611,699,4150.01,2024-07-10,Monroehaven,1,0,1,0,0,1,0
790,611,670,567.52,2023-11-25,Edwardchester,0,0,1,0,0,1,1
621,612,628,6390.85,2024-01-20,South Nicholasport,0,0,0,1,0,0,0
74,613,953,9265.02,2023-12-19,New Courtney,1,1,0,0,0,1,1
233,614,386,6886.38,2024-08-06,Lake Michael,0,0,0,1,1,1,1
131,616,843,9411.5,2024-01-30,Walkerstad,0,1,0,1,0,0,1
604,618,688,2453.74,2024-06-19,Nicoletown,0,0,0,1,0,1,1
774,621,776,2861.55,2024-03-21,Lake Abigail,1,0,0,1,1,1,0
788,621,15,4419.37,2024-10-28,Cohenside,0,0,0,1,1,1,1
110,622,497,3261.11,2024-09-21,Port Jessicaville,0,0,0,1,0,0,1
971,623,470,7631.71,2024-10-10,Mcleanville,0,0,0,1,1,1,1
685,624,267,328.74,2024-09-22,Pooleville,1,0,0,0,0,1,0
165,625,230,8845.4,2024-06-17,South Ryan,1,0,0,0,1,0,1
168,626,1003,4136.61,2024-07-02,Port Johnmouth,1,0,0,0,1,1,0
409,626,941,7486.47,2023-12-13,Atkinschester,1,0,0,0,0,1,1
827,630,380,3262.58,2023-11-28,Sawyerberg,0,0,0,0,1,1,1
897,631,766,3153.81,2024-05-09,Hernandezberg,1,0,0,0,0,1,0
352,633,500,5704.22,2024-05-19,North Lisa,0,0,0,1,0,1,1
111,636,93,8907.32,2024-03-04,New Mary,0,0,0,1,0,0,1
20,638,167,7310.24,2024-02-12,Brownchester,0,0,0,0,0,1,1
987,638,210,2198.71,2024-03-10,Sethton,0,0,0,0,1,1,1
243,639,508,4805.8,2024-08-05,Joeshire,1,0,0,0,1,1,1
998,640,422,280.01,2024-03-17,South Kimberlybury,1,0,0,1,0,0,1
77,642,606,357.36,2024-05-10,Christinaton,1,0,0,0,0,0,0
82,643,781,4822.18,2024-09-18,Port Nancy,1,0,0,0,0,1,1
114,645,924,7054.76,2023-11-26,Salazarfort,0,0,0,0,1,0,1
318,646,850,6411.68,2024-08-29,East Stacy,0,0,0,1,0,0,1
492,646,113,7133.35,2024-04-09,North Kaylashire,0,0,0,1,0,0,1
850,646,321,2005.85,2024-06-10,Juliestad,1,0,0,1,0,0,1
807,649,317,2512.69,2024-09-30,Gordonview,1,0,0,0,0,0,0
965,649,590,9411.22,2024-02-04,New Kyleberg,0,1,0,0,0,0,1
977,649,995,7141.02,2024-10-20,Heathermouth,0,0,0,0,0,0,1
388,650,227,3432.85,2024-09-01,North Danielville,1,0,0,0,0,1,1
450,651,392,6032.62,2024-06-16,North Austinfurt,0,0,0,0,0,1,1
884,652,206,5504.76,2024-10-04,Traceyville,0,0,0,0,0,1,1
665,653,368,530.93,2023-11-27,Micheleport,0,0,0,0,0,0,0
445,654,781,4055.84,2024-08-05,Lawrencetown,0,0,0,0,0,1,1
430,655,634,4794.33,2024-05-19,Deanberg,0,0,0,1,0,0,1
452,655,797,3891.31,2024-06-28,Shepherdland,1,0,0,1,0,0,1
986,656,318,3289.64,2024-01-26,South Charlesberg,1,0,0,1,0,1,0
881,658,308,9912.62,2024-08-20,Darrenborough,0,1,0,1,0,0,1
16,659,673,6688.2,2024-08-24,Jenniferton,0,0,0,0,1,1,0
629,660,349,1246.47,2024-08-12,Brandonberg,1,0,0,0,0,1,0
836,661,935,6536.11,2024-08-28,South Dianehaven,1,0,0,0,0,0,1
585,663,613,8685.31,2024-11-18,New Amyshire,1,0,0,1,0,0,1
355,664,738,6080.06,2024-09-26,Powellshire,0,0,0,0,0,0,0
118,665,255,3322.32,2023-12-23,West William,0,0,0,0,0,1,0
901,665,672,8014.13,2024-03-24,Bakerberg,0,0,0,0,0,1,0
193,667,670,1497.7,2024-03-14,Lewisbury,0,0,0,0,0,0,1
354,667,415,154.93,2023-12-04,New Ashleymouth,1,0,0,0,0,0,1
108,669,113,3150.06,2024-11-14,New Timothy,1,0,0,0,0,0,1
719,669,183,2827.94,2024-11-05,Lake Terri,0,0,0,0,0,0,0
248,670,223,2428.46,2024-05-16,Lake Andrewton,0,0,0,1,1,1,1
423,670,373,5398.38,2024-07-16,Colleenside,0,0,0,1,0,1,1
915,670,482,6929.89,2024-07-05,Douglasfurt,1,0,0,1,0,1,0
139,671,309,2862.95,2024-09-02,New Michael,1,0,0,1,1,1,0
514,671,999,7195.54,2023-12-29,Port Gregory,1,0,0,1,0,1,1
597,674,325,1017.29,2024-09-23,East Jamesshire,1,0,0,1,0,1,0
643,674,516,101.03,2024-11-22,East Mike,0,0,0,1,0,1,1
671,674,605,4700.21,2024-02-22,Ramosborough,1,0,0,1,0,1,1
711,675,615,58.63,2024-01-20,Susanton,1,0,0,0,1,0,0
78,678,301,204.06,2024-08-10,Carpenterland,1,0,0,0,0,0,0
372,679,185,3924.17,2024-03-29,East Kristinshire,0,0,0,0,0,1,1
313,680,612,5933.81,2024-03-14,Scottshire,1,0,0,1,0,1,1
209,681,545,8462.91,2023-11-28,New Robert,0,0,0,1,0,1,1
432,681,688,1896.96,2024-10-04,South Brandonshire,1,0,0,1,0,1,1
361,683,453,8674.97,2024-05-05,Myersmouth,1,0,0,0,1,1,0
85,685,90,6794.99,2024-02-16,West Anthony,0,0,0,1,0,1,1
17,687,759,9417.45,2024-04-28,South Angelastad,1,1,0,1,1,1,1
246,687,250,5164.46,2024-05-22,New Andrew,1,0,0,1,0,1,0
386,689,513,4390.82,2024-07-31,Pattersonside,0,0,0,1,0,1,0
282,691,621,2657.98,2023-12-02,Dianebury,1,0,0,1,0,0,1
486,692,790,3884.58,2024-06-08,Conwaymouth,1,0,0,0,1,0,1
572,693,235,8122.23,2024-04-22,North Julie,1,0,0,1,0,1,0
804,694,330,7431.94,2024-05-12,Lindsayland,1,0,0,0,1,1,0
887,695,941,5270.88,2024-07-09,Benjaminstad,0,0,0,1,0,1,1
765,696,697,2421.83,2024-05-22,Yufort,0,0,0,0,0,1,0
686,701,36,2861.56,2024-03-28,Lake Gavin,1,0,0,0,0,0,0
43,706,51,4871.09,2024-06-30,Littleview,1,0,0,0,0,1,1
384,706,481,6808.62,2024-01-27,Lake Thomas,1,0,0,0,0,1,1
251,707,196,1822.57,2024-01-27,South Breannafurt,1,0,0,0,1,1,0
428,707,132,9652.95,2023-12-22,Rebeccamouth,0,1,0,0,0,1,1
841,707,129,7936.13,2024-03-29,Jasmineport,0,0,0,0,0,1,0
367,708,845,9514.35,2024-09-30,Port Nicoleton,0,1,0,1,1,1,0
824,709,492,1782.42,2023-12-02,New Arthurchester,0,0,0,1,0,0,1
12,710,567,610.86,2024-03-21,Hannatown,0,0,0,1,0,1,1
446,710,12,3854.41,2024-06-28,West Samanthaview,0,0,0,1,1,1,1
84,712,383,5724.24,2024-03-08,Ianstad,0,0,0,0,0,1,1
547,712,146,8086.58,2024-06-30,Daniellemouth,1,0,0,0,0,1,1
259,713,265,5561.8,2023-12-01,South Rickeyville,0,0,0,0,1,0,0
413,713,368,9953.66,2024-01-22,West Kathyhaven,0,1,0,0,0,0,0
317,714,202,7879.18,2024-06-07,Mariastad,0,0,1,0,0,1,0
325,714,602,5466.56,2023-11-26,Hendersonbury,0,0,1,0,0,1,1
330,714,651,5910.77,2023-12-28,Priceside,1,0,1,0,1,1,1
874,714,27,2764.94,2024-03-06,Port Bradleyview,0,0,1,0,0,1,1
10,715,1002,1055.99,2024-03-28,Paulchester,1,0,0,0,0,0,0
87,715,766,4835.44,2024-05-12,Davidhaven,1,0,0,0,0,0,0
820,715,804,8229.96,2024-10-15,Brandiberg,0,0,0,0,0,0,0
296,717,260,6939.09,2024-07-06,Lake Amy,0,0,0,0,0,0,1
880,717,157,8022.0,2024-03-30,Port Jeanette,1,0,0,0,0,0,1
309,718,152,1432.47,2024-11-20,New Colin,0,0,0,0,0,1,1
814,718,608,9300.06,2024-04-19,Scottview,0,1,0,0,0,1,1
45,719,308,2346.95,2023-11-24,Sawyerhaven,1,0,0,0,0,1,1
985,719,356,2649.06,2024-09-25,West Jesushaven,0,0,0,0,0,1,1
653,720,556,9391.38,2024-05-15,Hallton,0,1,0,0,0,0,0
