bank_id,name,region,compliance_score,txn_frequency,avg_txn_amount,total_txn_amount,high_risk_txn_count,high_risk_txn_pct,sanctioned_account_count,bank_risk_score,risk_rank
548,Bank 548,North,0.88,2,2158.66,4317.33,2,100.0,0,34.8,351
816,Bank 816,West,0.63,0,,0.0,0,,2,34.8,351
940,Bank 940,South,0.63,0,,0.0,0,,2,34.8,351
991,Bank 991,North,0.88,1,7764.82,7764.82,0,0.0,3,34.8,351
151,Bank 151,North,0.64,0,,0.0,0,,2,34.4,359
207,Bank 207,South,0.89,1,9045.09,9045.09,1,100.0,0,34.4,359
222,Bank 222,South,0.64,0,,0.0,0,,2,34.4,359
228,Bank 228,North,0.64,0,,0.0,0,,2,34.4,359
242,Bank 242,West,0.89,0,,0.0,0,,4,34.4,359
566,Bank 566,North,0.89,1,7354.65,7354.65,1,100.0,0,34.4,359
629,Bank 629,West,0.64,3,5358.14,16074.42,2,66.67,0,34.4,359
716,Bank 716,South,0.89,0,,0.0,0,,3,34.4,359
866,Bank 866,North,0.64,3,4039.23,12117.7,1,33.33,1,34.4,359
375,Bank 375,South,0.77,2,5437.66,10875.32,1,50.0,1,34.2,368
950,Bank 950,East,0.52,2,2848.62,5697.24,1,50.0,0,34.2,368
121,Bank 121,West,0.9,2,5444.06,10888.11,2,100.0,0,34.0,370
268,Bank 268,South,0.65,1,6794.4,6794.4,0,0.0,2,34.0,370
693,Bank 693,South,0.9,0,,0.0,0,,3,34.0,370
782,Bank 782,East,0.65,1,132.06,132.06,0,0.0,2,34.0,370
827,Bank 827,West,0.9,1,1815.27,1815.27,1,100.0,0,34.0,370
907,Bank 907,West,0.65,1,4320.66,4320.66,0,0.0,2,34.0,370
232,Bank 232,East,0.53,2,4727.74,9455.48,1,50.0,0,33.8,376
511,Bank 511,East,0.53,2,5849.99,11699.98,1,50.0,0,33.8,376
112,Bank 112,South,0.91,2,2183.83,4367.66,2,100.0,0,33.6,378
263,Bank 263,West,0.91,1,3953.74,3953.74,1,100.0,0,33.6,378
502,Bank 502,East,0.66,3,4777.79,14333.37,2,66.67,0,33.6,378
689,Bank 689,South,0.91,1,4457.57,4457.57,0,0.0,5,33.6,378
947,Bank 947,South,0.66,3,5256.15,15768.44,2,66.67,0,33.6,378
992,Bank 992,West,0.91,3,5460.83,16382.48,1,33.33,2,33.6,378
1001,Bank 1001,South,0.66,3,4354.87,13064.62,2,66.67,0,33.6,378
23,Bank 23,North,0.79,2,5402.4,10804.79,1,50.0,1,33.4,385
499,Bank 499,West,0.54,2,7991.15,15982.3,1,50.0,0,33.4,385
673,Bank 673,West,0.54,2,5307.97,10615.94,1,50.0,0,33.4,385
781,Bank 781,North,0.79,2,4439.01,8878.02,1,50.0,1,33.4,385
293,Bank 293,West,0.67,0,,0.0,0,,2,33.2,389
705,Bank 705,South,0.67,0,,0.0,0,,2,33.2,389
899,Bank 899,South,0.67,0,,0.0,0,,2,33.2,389
986,Bank 986,West,0.92,1,1591.87,1591.87,1,100.0,0,33.2,389
1007,Bank 1007,North,0.92,2,3555.13,7110.26,2,100.0,0,33.2,389
395,Bank 395,South,0.55,2,5172.23,10344.46,1,50.0,0,33.0,394
26,Bank 26,South,0.68,0,,0.0,0,,2,32.8,395
637,Bank 637,East,0.93,0,,0.0,0,,4,32.8,395
975,Bank 975,East,0.68,0,,0.0,0,,2,32.8,395
137,Bank 137,East,0.81,2,9244.27,18488.54,1,50.0,1,32.6,398
170,Bank 170,West,0.94,0,,0.0,0,,3,32.4,399
708,Bank 708,West,0.69,0,,0.0,0,,2,32.4,399
823,Bank 823,East,0.69,0,,0.0,0,,2,32.4,399
959,Bank 959,North,0.69,0,,0.0,0,,2,32.4,399
8,Small Inc,North,0.95,0,,0.0,0,,3,32.0,403
48,Bank 48,East,0.7,3,6742.76,20228.27,1,33.33,1,32.0,403
84,Bank 84,West,0.7,0,,0.0,0,,2,32.0,403
247,Bank 247,East,0.95,1,2503.9,2503.9,1,100.0,0,32.0,403
403,Bank 403,South,0.95,1,2712.13,2712.13,1,100.0,0,32.0,403
620,Bank 620,West,0.95,1,4063.65,4063.65,1,100.0,0,32.0,403
646,Bank 646,North,0.95,2,7178.75,14357.5,2,100.0,0,32.0,403
696,Bank 696,West,0.95,3,3342.22,10026.67,2,66.67,1,32.0,403
965,Bank 965,South,0.95,1,7153.5,7153.5,1,100.0,0,32.0,403
733,Bank 733,South,0.58,2,6651.98,13303.96,1,50.0,0,31.8,412
283,Bank 283,East,0.71,0,,0.0,0,,2,31.6,413
880,Bank 880,West,0.96,2,5002.65,10005.3,2,100.0,0,31.6,413
920,Bank 920,East,0.71,0,,0.0,0,,2,31.6,413
984,Bank 984,East,0.96,1,7018.96,7018.96,1,100.0,0,31.6,413
1000,Bank 1000,East,0.96,1,9679.24,9679.24,1,100.0,0,31.6,413
1008,Bank 1008,West,0.71,1,5133.66,5133.66,0,0.0,2,31.6,413
453,Bank 453,East,0.59,2,4791.89,9583.79,1,50.0,0,31.4,419
1003,Bank 1003,West,0.59,2,2519.82,5039.64,1,50.0,0,31.4,419
251,Bank 251,West,0.72,1,3601.2,3601.2,0,0.0,2,31.2,421
565,Bank 565,East,0.72,2,4999.61,9999.23,0,0.0,2,31.2,421
610,Bank 610,South,0.97,3,5585.18,16755.53,1,33.33,2,31.2,421
780,Bank 780,West,0.97,1,2237.84,2237.84,1,100.0,0,31.2,421
978,Bank 978,South,0.97,2,4111.32,8222.63,2,100.0,0,31.2,421
132,Bank 132,East,0.85,2,9650.7,19301.4,1,50.0,1,31.0,426
483,Bank 483,South,0.6,2,4789.74,9579.48,1,50.0,0,31.0,426
235,Bank 235,East,0.79,4,7452.23,29808.91,3,75.0,0,30.9,428
109,Bank 109,West,0.98,0,,0.0,0,,3,30.8,429
244,Bank 244,West,0.73,3,4932.68,14798.04,2,66.67,0,30.8,429
457,Bank 457,West,0.98,1,9337.53,9337.53,1,100.0,0,30.8,429
516,Bank 516,West,0.73,1,101.03,101.03,0,0.0,2,30.8,429
567,Bank 567,East,0.98,3,2256.72,6770.15,2,66.67,1,30.8,429
724,Bank 724,South,0.98,0,,0.0,0,,3,30.8,429
762,Bank 762,South,0.73,0,,0.0,0,,2,30.8,429
836,Bank 836,East,0.98,1,2886.41,2886.41,1,100.0,0,30.8,429
967,Bank 967,West,0.98,1,4748.88,4748.88,0,0.0,3,30.8,429
198,Bank 198,South,0.86,2,3734.09,7468.18,1,50.0,1,30.6,438
333,Bank 333,South,0.99,0,,0.0,0,,3,30.4,439
509,Bank 509,North,0.74,0,,0.0,0,,2,30.4,439
536,Bank 536,South,0.99,1,8795.33,8795.33,1,100.0,0,30.4,439
550,Bank 550,North,0.99,1,1164.52,1164.52,1,100.0,0,30.4,439
970,Bank 970,East,0.74,0,,0.0,0,,2,30.4,439
638,Bank 638,North,0.87,2,2345.54,4691.07,1,50.0,1,30.2,444
89,Bank 89,East,0.75,0,,0.0,0,,2,30.0,445
165,Bank 165,South,0.75,0,,0.0,0,,2,30.0,445
184,Bank 184,East,1.0,1,5358.12,5358.12,1,100.0,0,30.0,445
257,Bank 257,North,0.5,1,6809.58,6809.58,0,0.0,1,30.0,445
404,Bank 404,West,0.5,0,,0.0,0,,1,30.0,445
460,Bank 460,North,0.5,0,,0.0,0,,1,30.0,445
467,Bank 467,South,0.5,2,8201.01,16402.01,0,0.0,1,30.0,445
564,Bank 564,North,0.75,0,,0.0,0,,2,30.0,445
779,Bank 779,South,0.75,2,1971.35,3942.69,0,0.0,2,30.0,445
814,Bank 814,South,1.0,1,6050.36,6050.36,1,100.0,0,30.0,445
1006,Bank 1006,West,0.5,3,5931.77,17795.32,0,0.0,1,30.0,445
82,Bank 82,North,0.63,2,4654.59,9309.17,1,50.0,0,29.8,456
500,Bank 500,South,0.88,2,4501.37,9002.74,1,50.0,1,29.8,456
5,"Wilcox, Lynch and Weeks",South,0.51,1,9855.67,9855.67,0,0.0,1,29.6,458
155,Bank 155,North,0.76,0,,0.0,0,,2,29.6,458
357,Bank 357,West,0.51,0,,0.0,0,,1,29.6,458
424,Bank 424,East,0.51,0,,0.0,0,,1,29.6,458
531,Bank 531,West,0.51,0,,0.0,0,,1,29.6,458
722,Bank 722,West,0.51,0,,0.0,0,,1,29.6,458
838,Bank 838,East,0.51,2,6191.43,12382.86,0,0.0,1,29.6,458
903,Bank 903,South,0.76,1,9203.33,9203.33,0,0.0,2,29.6,458
34,Bank 34,North,0.64,2,2880.15,5760.3,1,50.0,0,29.4,466
619,Bank 619,South,0.89,2,4857.64,9715.27,1,50.0,1,29.4,466
720,Bank 720,North,0.89,2,3922.16,7844.33,1,50.0,1,29.4,466
29,Bank 29,North,0.52,0,,0.0,0,,1,29.2,469
61,Bank 61,East,0.52,1,6709.07,6709.07,0,0.0,1,29.2,469
94,Bank 94,West,0.52,0,,0.0,0,,1,29.2,469
104,Bank 104,North,0.52,0,,0.0,0,,1,29.2,469
380,Bank 380,South,0.52,1,3262.58,3262.58,0,0.0,1,29.2,469
383,Bank 383,West,0.77,2,7769.97,15539.94,0,0.0,2,29.2,469
420,Bank 420,South,0.77,0,,0.0,0,,2,29.2,469
512,Bank 512,East,0.77,0,,0.0,0,,2,29.2,469
607,Bank 607,North,0.52,0,,0.0,0,,1,29.2,469
701,Bank 701,South,0.52,0,,0.0,0,,1,29.2,469
853,Bank 853,East,0.77,0,,0.0,0,,2,29.2,469
356,Bank 356,North,0.9,2,2481.29,4962.58,1,50.0,1,29.0,480
859,Bank 859,North,0.9,2,2389.61,4779.23,1,50.0,1,29.0,480
71,Bank 71,South,0.78,3,5391.4,16174.2,1,33.33,1,28.8,482
391,Bank 391,North,0.53,0,,0.0,0,,1,28.8,482
461,Bank 461,North,0.78,0,,0.0,0,,2,28.8,482
578,Bank 578,South,0.53,1,862.82,862.82,0,0.0,1,28.8,482
590,Bank 590,North,0.78,1,9411.22,9411.22,0,0.0,2,28.8,482
792,Bank 792,West,0.53,0,,0.0,0,,1,28.8,482
144,Bank 144,South,0.66,2,4968.94,9937.88,1,50.0,0,28.6,488
12,Bank 12,East,0.54,1,3854.41,3854.41,0,0.0,1,28.4,489
93,Bank 93,North,0.79,2,9175.08,18350.17,0,0.0,2,28.4,489
176,Bank 176,West,0.54,1,6913.32,6913.32,0,0.0,1,28.4,489
389,Bank 389,West,0.79,0,,0.0,0,,2,28.4,489
665,Bank 665,South,0.79,0,,0.0,0,,2,28.4,489
837,Bank 837,West,0.54,0,,0.0,0,,1,28.4,489
458,Bank 458,East,0.8,1,3150.25,3150.25,0,0.0,2,28.0,495
864,Bank 864,South,0.55,0,,0.0,0,,1,28.0,495
939,Bank 939,West,0.55,1,8857.61,8857.61,0,0.0,1,28.0,495
17,Bank 17,South,0.93,2,6710.58,13421.16,1,50.0,1,27.8,498
872,Bank 872,West,0.93,2,5638.85,11277.7,1,50.0,1,27.8,498
1,Figueroa-Green,South,0.81,1,3790.68,3790.68,0,0.0,2,27.6,500
117,Bank 117,East,0.81,0,,0.0,0,,2,27.6,500
411,Bank 411,East,0.56,0,,0.0,0,,1,27.6,500
446,Bank 446,East,0.56,0,,0.0,0,,1,27.6,500
543,Bank 543,South,0.56,1,9829.68,9829.68,0,0.0,1,27.6,500
562,Bank 562,East,0.81,1,587.11,587.11,0,0.0,2,27.6,500
687,Bank 687,South,0.81,1,3372.46,3372.46,0,0.0,2,27.6,500
771,Bank 771,South,0.81,0,,0.0,0,,2,27.6,500
156,Bank 156,West,0.57,0,,0.0,0,,1,27.2,508
316,Bank 316,South,0.57,1,6210.56,6210.56,0,0.0,1,27.2,508
441,Bank 441,South,0.57,3,8422.9,25268.7,1,33.33,0,27.2,508
695,Bank 695,South,0.57,0,,0.0,0,,1,27.2,508
31,Bank 31,East,0.58,0,,0.0,0,,1,26.8,512
249,Bank 249,South,0.58,0,,0.0,0,,1,26.8,512
399,Bank 399,West,0.58,3,5250.06,15750.19,1,33.33,0,26.8,512
421,Bank 421,South,0.58,0,,0.0,0,,1,26.8,512
657,Bank 657,West,0.58,0,,0.0,0,,1,26.8,512
870,Bank 870,North,0.58,1,2024.4,2024.4,0,0.0,1,26.8,512
981,Bank 981,West,0.83,0,,0.0,0,,2,26.8,512
15,Bank 15,West,0.59,1,4419.37,4419.37,0,0.0,1,26.4,519
221,Bank 221,East,0.59,0,,0.0,0,,1,26.4,519
377,Bank 377,West,0.59,0,,0.0,0,,1,26.4,519
432,Bank 432,West,0.59,0,,0.0,0,,1,26.4,519
627,Bank 627,North,0.59,2,8478.3,16956.59,0,0.0,1,26.4,519
829,Bank 829,North,0.59,0,,0.0,0,,1,26.4,519
951,Bank 951,North,0.59,0,,0.0,0,,1,26.4,519
87,Bank 87,West,0.72,2,4517.49,9034.97,1,50.0,0,26.2,526
177,Bank 177,West,0.72,2,4850.39,9700.77,1,50.0,0,26.2,526
503,Bank 503,North,0.72,2,7349.42,14698.83,1,50.0,0,26.2,526
538,Bank 538,North,0.97,2,9010.38,18020.75,1,50.0,1,26.2,526
993,Bank 993,South,0.97,2,6795.53,13591.06,1,50.0,1,26.2,526
175,Bank 175,North,0.6,0,,0.0,0,,1,26.0,531
194,Bank 194,South,0.85,0,,0.0,0,,2,26.0,531
534,Bank 534,West,0.6,1,8929.57,8929.57,0,0.0,1,26.0,531
824,Bank 824,North,0.6,0,,0.0,0,,1,26.0,531
979,Bank 979,East,0.6,0,,0.0,0,,1,26.0,531
776,Bank 776,West,0.54,4,6109.52,24438.08,1,25.0,0,25.9,536
139,Bank 139,South,0.61,0,,0.0,0,,1,25.6,537
764,Bank 764,North,0.61,0,,0.0,0,,1,25.6,537
774,Bank 774,North,0.61,1,6563.18,6563.18,0,0.0,1,25.6,537
857,Bank 857,West,0.61,1,8964.11,8964.11,0,0.0,1,25.6,537
957,Bank 957,East,0.86,0,,0.0,0,,2,25.6,537
308,Bank 308,West,0.99,4,5487.42,21949.67,2,50.0,1,25.4,542
539,Bank 539,South,0.99,2,3336.74,6673.48,1,50.0,1,25.4,542
167,Bank 167,West,0.87,3,5564.79,16694.36,1,33.33,1,25.2,544
266,Bank 266,South,0.62,0,,0.0,0,,1,25.2,544
436,Bank 436,South,0.62,0,,0.0,0,,1,25.2,544
528,Bank 528,South,0.62,1,7931.63,7931.63,0,0.0,1,25.2,544
606,Bank 606,East,0.62,3,2107.53,6322.59,1,33.33,0,25.2,544
625,Bank 625,South,0.62,0,,0.0,0,,1,25.2,544
704,Bank 704,North,0.92,5,6703.86,33519.31,2,40.0,1,25.2,544
712,Bank 712,West,0.62,1,2593.23,2593.23,0,0.0,1,25.2,544
900,Bank 900,South,0.62,1,349.8,349.8,0,0.0,1,25.2,544
314,Bank 314,East,1.0,2,8781.54,17563.08,1,50.0,1,25.0,553
617,Bank 617,North,0.75,4,5474.54,21898.16,2,50.0,0,25.0,553
723,Bank 723,South,0.75,2,4936.23,9872.46,1,50.0,0,25.0,553
40,Bank 40,East,0.63,0,,0.0,0,,1,24.8,556
141,Bank 141,West,0.88,1,3517.29,3517.29,0,0.0,2,24.8,556
702,Bank 702,North,0.63,1,3982.78,3982.78,0,0.0,1,24.8,556
729,Bank 729,East,0.63,0,,0.0,0,,1,24.8,556
736,Bank 736,South,0.63,1,7312.29,7312.29,0,0.0,1,24.8,556
750,Bank 750,South,0.63,1,9735.81,9735.81,0,0.0,1,24.8,556
795,Bank 795,North,0.88,0,,0.0,0,,2,24.8,556
850,Bank 850,West,0.88,2,6530.63,13061.25,0,0.0,2,24.8,556
977,Bank 977,South,0.63,0,,0.0,0,,1,24.8,556
152,Bank 152,South,0.64,1,1432.47,1432.47,0,0.0,1,24.4,565
329,Bank 329,West,0.64,0,,0.0,0,,1,24.4,565
558,Bank 558,East,0.64,0,,0.0,0,,1,24.4,565
730,Bank 730,North,0.89,2,4216.89,8433.79,0,0.0,2,24.4,565
915,Bank 915,North,0.89,1,1014.12,1014.12,0,0.0,2,24.4,565
739,Bank 739,East,0.77,2,1637.96,3275.93,1,50.0,0,24.2,570
110,Bank 110,North,0.65,2,3406.1,6812.19,0,0.0,1,24.0,571
125,Bank 125,West,0.65,2,5214.07,10428.14,0,0.0,1,24.0,571
190,Bank 190,North,0.9,0,,0.0,0,,2,24.0,571
581,Bank 581,South,0.9,0,,0.0,0,,2,24.0,571
636,Bank 636,South,0.65,1,6686.31,6686.31,0,0.0,1,24.0,571
90,Bank 90,South,0.66,2,4935.86,9871.73,0,0.0,1,23.6,576
149,Bank 149,East,0.91,0,,0.0,0,,2,23.6,576
203,Bank 203,West,0.66,0,,0.0,0,,1,23.6,576
784,Bank 784,West,0.66,1,8796.84,8796.84,0,0.0,1,23.6,576
901,Bank 901,South,0.66,0,,0.0,0,,1,23.6,576
985,Bank 985,South,0.91,2,4916.65,9833.3,0,0.0,2,23.6,576
1002,Bank 1002,West,0.79,2,1082.38,2164.75,1,50.0,0,23.4,582
91,Bank 91,East,0.67,0,,0.0,0,,1,23.2,583
272,Bank 272,West,0.67,0,,0.0,0,,1,23.2,583
311,Bank 311,North,0.92,3,4358.66,13075.98,2,66.67,0,23.2,583
772,Bank 772,East,0.67,0,,0.0,0,,1,23.2,583
485,Bank 485,East,0.61,4,5081.07,20324.29,1,25.0,0,23.1,587
267,Bank 267,South,0.8,2,2471.12,4942.24,1,50.0,0,23.0,588
487,Bank 487,North,0.8,2,3118.28,6236.56,1,50.0,0,23.0,588
124,Bank 124,North,0.68,0,,0.0,0,,1,22.8,590
338,Bank 338,West,0.93,0,,0.0,0,,2,22.8,590
346,Bank 346,West,0.68,0,,0.0,0,,1,22.8,590
431,Bank 431,North,0.68,1,3514.6,3514.6,0,0.0,1,22.8,590
551,Bank 551,West,0.68,0,,0.0,0,,1,22.8,590
587,Bank 587,North,0.68,0,,0.0,0,,1,22.8,590
717,Bank 717,West,0.93,0,,0.0,0,,2,22.8,590
873,Bank 873,North,0.68,1,6185.55,6185.55,0,0.0,1,22.8,590
36,Bank 36,South,0.81,2,5044.74,10089.49,1,50.0,0,22.6,598
891,Bank 891,South,0.81,2,5149.66,10299.33,1,50.0,0,22.6,598
10,Hill-Thomas,West,0.69,2,5563.97,11127.93,0,0.0,1,22.4,600
140,Bank 140,North,0.69,0,,0.0,0,,1,22.4,600
215,Bank 215,North,0.94,3,4543.27,13629.81,2,66.67,0,22.4,600
271,Bank 271,North,0.69,0,,0.0,0,,1,22.4,600
292,Bank 292,South,0.69,0,,0.0,0,,1,22.4,600
300,Bank 300,West,0.69,0,,0.0,0,,1,22.4,600
417,Bank 417,South,0.69,0,,0.0,0,,1,22.4,600
645,Bank 645,South,0.69,1,1808.53,1808.53,0,0.0,1,22.4,600
709,Bank 709,East,0.94,1,4580.7,4580.7,0,0.0,2,22.4,600
721,Bank 721,East,0.69,1,8488.58,8488.58,0,0.0,1,22.4,600
817,Bank 817,North,0.69,1,8394.68,8394.68,0,0.0,1,22.4,600
507,Bank 507,East,0.82,2,6419.74,12839.48,1,50.0,0,22.2,611
520,Bank 520,West,0.82,2,2434.01,4868.01,1,50.0,0,22.2,611
83,Bank 83,South,0.95,0,,0.0,0,,2,22.0,613
106,Bank 106,North,0.95,0,,0.0,0,,2,22.0,613
287,Bank 287,North,0.7,0,,0.0,0,,1,22.0,613
402,Bank 402,North,0.95,1,2899.69,2899.69,0,0.0,2,22.0,613
570,Bank 570,East,0.95,0,,0.0,0,,2,22.0,613
594,Bank 594,East,0.7,2,5533.06,11066.11,0,0.0,1,22.0,613
633,Bank 633,West,0.7,0,,0.0,0,,1,22.0,613
711,Bank 711,South,0.7,0,,0.0,0,,1,22.0,613
202,Bank 202,West,0.83,2,7111.41,14222.83,1,50.0,0,21.8,621
56,Bank 56,South,0.96,0,,0.0,0,,2,21.6,622
324,Bank 324,West,0.71,1,9397.79,9397.79,0,0.0,1,21.6,622
347,Bank 347,East,0.96,0,,0.0,0,,2,21.6,622
597,Bank 597,North,0.96,0,,0.0,0,,2,21.6,622
653,Bank 653,South,0.71,0,,0.0,0,,1,21.6,622
710,Bank 710,South,0.71,0,,0.0,0,,1,21.6,622
842,Bank 842,East,0.71,0,,0.0,0,,1,21.6,622
851,Bank 851,East,0.71,2,3435.42,6870.84,0,0.0,1,21.6,622
3,"Morgan, Terry and Cortez",East,0.72,1,4323.75,4323.75,0,0.0,1,21.2,630
246,Bank 246,South,0.72,1,678.11,678.11,0,0.0,1,21.2,630
376,Bank 376,North,0.97,1,7676.75,7676.75,0,0.0,2,21.2,630
407,Bank 407,North,0.97,0,,0.0,0,,2,21.2,630
568,Bank 568,West,0.72,0,,0.0,0,,1,21.2,630
670,Bank 670,North,0.72,3,3013.1,9039.3,0,0.0,1,21.2,630
741,Bank 741,North,0.97,0,,0.0,0,,2,21.2,630
756,Bank 756,South,0.72,0,,0.0,0,,1,21.2,630
749,Bank 749,North,0.85,2,5248.58,10497.16,1,50.0,0,21.0,638
13,Bank 13,North,0.98,0,,0.0,0,,2,20.8,639
416,Bank 416,North,0.73,2,611.34,1222.67,0,0.0,1,20.8,639
451,Bank 451,South,0.73,0,,0.0,0,,1,20.8,639
804,Bank 804,South,0.67,4,8357.52,33430.07,1,25.0,0,20.7,642
325,Bank 325,East,0.86,2,3707.16,7414.31,1,50.0,0,20.6,643
70,Bank 70,East,0.74,0,,0.0,0,,1,20.4,644
328,Bank 328,West,0.74,1,7183.23,7183.23,0,0.0,1,20.4,644
348,Bank 348,West,0.99,0,,0.0,0,,2,20.4,644
490,Bank 490,East,0.99,1,7157.74,7157.74,0,0.0,2,20.4,644
635,Bank 635,East,0.74,0,,0.0,0,,1,20.4,644
983,Bank 983,North,0.74,0,,0.0,0,,1,20.4,644
76,Bank 76,South,1.0,0,,0.0,0,,2,20.0,650
92,Bank 92,North,0.75,2,4772.66,9545.32,0,0.0,1,20.0,650
120,Bank 120,North,0.5,1,2798.56,2798.56,0,0.0,0,20.0,650
429,Bank 429,South,0.75,0,,0.0,0,,1,20.0,650
990,Bank 990,North,1.0,1,6669.07,6669.07,0,0.0,2,20.0,650
237,Bank 237,North,0.88,2,9449.61,18899.23,1,50.0,0,19.8,655
185,Bank 185,South,0.76,2,5441.22,10882.43,0,0.0,1,19.6,656
220,Bank 220,East,0.76,1,3145.99,3145.99,0,0.0,1,19.6,656
362,Bank 362,West,0.51,0,,0.0,0,,0,19.6,656
412,Bank 412,East,0.51,2,716.84,1433.67,0,0.0,0,19.6,656
561,Bank 561,North,0.76,1,6043.12,6043.12,0,0.0,1,19.6,656
583,Bank 583,East,0.76,0,,0.0,0,,1,19.6,656
737,Bank 737,South,0.76,0,,0.0,0,,1,19.6,656
777,Bank 777,West,0.51,0,,0.0,0,,0,19.6,656
929,Bank 929,West,0.51,0,,0.0,0,,0,19.6,656
944,Bank 944,North,0.76,1,9821.71,9821.71,0,0.0,1,19.6,656
678,Bank 678,North,0.89,2,2016.12,4032.24,1,50.0,0,19.4,666
976,Bank 976,West,0.89,2,1564.38,3128.75,1,50.0,0,19.4,666
102,Bank 102,East,0.77,0,,0.0,0,,1,19.2,668
213,Bank 213,West,0.52,0,,0.0,0,,0,19.2,668
236,Bank 236,South,0.52,0,,0.0,0,,0,19.2,668
400,Bank 400,North,0.77,0,,0.0,0,,1,19.2,668
447,Bank 447,South,0.77,0,,0.0,0,,1,19.2,668
492,Bank 492,West,0.77,1,1782.42,1782.42,0,0.0,1,19.2,668
549,Bank 549,South,0.77,0,,0.0,0,,1,19.2,668
659,Bank 659,South,0.52,0,,0.0,0,,0,19.2,668
731,Bank 731,North,0.52,0,,0.0,0,,0,19.2,668
831,Bank 831,South,0.77,1,8806.2,8806.2,0,0.0,1,19.2,668
908,Bank 908,South,0.77,0,,0.0,0,,1,19.2,668
932,Bank 932,South,0.52,0,,0.0,0,,0,19.2,668
685,Bank 685,North,0.96,4,5050.84,20203.35,1,25.0,1,19.1,680
22,Bank 22,East,0.78,0,,0.0,0,,1,18.8,681
59,Bank 59,North,0.53,0,,0.0,0,,0,18.8,681
150,Bank 150,West,0.53,0,,0.0,0,,0,18.8,681
174,Bank 174,East,0.78,0,,0.0,0,,1,18.8,681
205,Bank 205,West,0.53,0,,0.0,0,,0,18.8,681
259,Bank 259,East,0.78,0,,0.0,0,,1,18.8,681
265,Bank 265,South,0.53,2,4441.9,8883.79,0,0.0,0,18.8,681
340,Bank 340,West,0.78,0,,0.0,0,,1,18.8,681
472,Bank 472,West,0.78,0,,0.0,0,,1,18.8,681
475,Bank 475,West,0.53,1,6463.99,6463.99,0,0.0,0,18.8,681
495,Bank 495,North,0.53,0,,0.0,0,,0,18.8,681
563,Bank 563,North,0.78,1,459.49,459.49,0,0.0,1,18.8,681
579,Bank 579,East,0.53,0,,0.0,0,,0,18.8,681
604,Bank 604,East,0.78,0,,0.0,0,,1,18.8,681
658,Bank 658,West,0.78,0,,0.0,0,,1,18.8,681
703,Bank 703,West,0.78,1,6512.11,6512.11,0,0.0,1,18.8,681
845,Bank 845,North,0.53,2,8579.02,17158.04,0,0.0,0,18.8,681
945,Bank 945,East,0.53,0,,0.0,0,,0,18.8,681
116,Bank 116,East,0.79,0,,0.0,0,,1,18.4,699
219,Bank 219,South,0.79,0,,0.0,0,,1,18.4,699
239,Bank 239,North,0.79,0,,0.0,0,,1,18.4,699
285,Bank 285,West,0.54,1,5667.24,5667.24,0,0.0,0,18.4,699
294,Bank 294,South,0.54,1,682.06,682.06,0,0.0,0,18.4,699
352,Bank 352,North,0.54,0,,0.0,0,,0,18.4,699
409,Bank 409,West,0.79,1,467.73,467.73,0,0.0,1,18.4,699
728,Bank 728,South,0.79,0,,0.0,0,,1,18.4,699
806,Bank 806,East,0.54,1,6445.35,6445.35,0,0.0,0,18.4,699
833,Bank 833,West,0.79,0,,0.0,0,,1,18.4,699
856,Bank 856,East,0.54,0,,0.0,0,,0,18.4,699
883,Bank 883,North,0.79,0,,0.0,0,,1,18.4,699
41,Bank 41,West,0.55,0,,0.0,0,,0,18.0,711
75,Bank 75,East,0.55,0,,0.0,0,,0,18.0,711
119,Bank 119,East,0.8,1,1499.77,1499.77,0,0.0,1,18.0,711
182,Bank 182,North,0.55,1,9954.31,9954.31,0,0.0,0,18.0,711
359,Bank 359,North,0.55,1,5797.25,5797.25,0,0.0,0,18.0,711
449,Bank 449,West,0.55,2,5132.61,10265.21,0,0.0,0,18.0,711
545,Bank 545,South,0.8,2,4779.35,9558.7,0,0.0,1,18.0,711
569,Bank 569,South,0.8,0,,0.0,0,,1,18.0,711
599,Bank 599,East,0.8,0,,0.0,0,,1,18.0,711
825,Bank 825,North,0.8,0,,0.0,0,,1,18.0,711
876,Bank 876,South,0.55,2,6735.91,13471.82,0,0.0,0,18.0,711
973,Bank 973,East,0.8,2,8102.48,16204.95,0,0.0,1,18.0,711
279,Bank 279,West,0.93,2,4962.26,9924.52,1,50.0,0,17.8,723
775,Bank 775,South,0.93,2,2991.08,5982.15,1,50.0,0,17.8,723
830,Bank 830,East,0.93,2,3441.96,6883.92,1,50.0,0,17.8,723
135,Bank 135,North,0.81,0,,0.0,0,,1,17.6,726
195,Bank 195,North,0.81,1,9673.62,9673.62,0,0.0,1,17.6,726
217,Bank 217,South,0.56,0,,0.0,0,,0,17.6,726
468,Bank 468,East,0.81,0,,0.0,0,,1,17.6,726
603,Bank 603,West,0.56,0,,0.0,0,,0,17.6,726
884,Bank 884,South,0.56,1,5852.85,5852.85,0,0.0,0,17.6,726
912,Bank 912,South,0.81,1,270.54,270.54,0,0.0,1,17.6,726
812,Bank 812,South,0.94,2,6764.66,13529.31,1,50.0,0,17.4,733
24,Bank 24,East,0.57,0,,0.0,0,,0,17.2,734
32,Bank 32,North,0.57,2,2602.75,5205.5,0,0.0,0,17.2,734
45,Bank 45,North,0.57,1,268.84,268.84,0,0.0,0,17.2,734
